"","latitude","longitude"
"1",51.539932,-0.141234
"2",51.539783,-0.141492
"3",51.539631,-0.141706
"4",51.539513,-0.141835
"5",51.539234,-0.141621
"6",51.538998,-0.141363
"7",51.538742,-0.141084
"8",51.538418,-0.140762
"9",51.538002,-0.140312
"10",51.537529,-0.139904
"11",51.537422,-0.140376
"12",51.537292,-0.140719
"13",51.537155,-0.141063
"14",51.537155,-0.141063
"15",51.537121,-0.141342
"16",51.537056,-0.141621
"17",51.536842,-0.142243
"18",51.536747,-0.142565
"19",51.536606,-0.143015
"20",51.539051,-0.142672
"21",51.539215,-0.142372
"22",51.539631,-0.14205
"23",51.539791,-0.141363
