"","latitude","longitude"
"1",51.5266084,-0.1257848
"2",51.5267157,-0.1257205
"3",51.5267801,-0.1256775
"4",51.526823,-0.1256346
"5",51.5268445,-0.1255917
"6",51.5268874,-0.125463
"7",51.5269088,-0.12542
"8",51.5269947,-0.1253557
"9",51.5270161,-0.1252055
"10",51.5270161,-0.125184
"11",51.5271019,-0.1251196
"12",51.5271663,-0.1250123
"13",51.5272092,-0.1248192
"14",51.5272092,-0.1247978
"15",51.5272307,-0.1247978
"16",51.5272521,-0.1247549
"17",51.5272736,-0.1246476
"18",51.5272951,-0.1245832
"19",51.527338,-0.1245617
"20",51.527338,-0.1245403
"21",51.5274453,-0.1245617
"22",51.5276598,-0.124669
"23",51.5277028,-0.124669
"24",51.52781,-0.1246476
"25",51.527853,-0.1246261
"26",51.5279388,-0.1246905
"27",51.5279388,-0.1246905
"28",51.5279388,-0.124669
"29",51.5279388,-0.1246476
"30",51.5279388,-0.1246261
"31",51.5278959,-0.1246047
"32",51.5278744,-0.1245188
"33",51.5278744,-0.1244544
"34",51.52781,-0.1243901
"35",51.52781,-0.1243686
"36",51.5277886,-0.1242828
"37",51.5278744,-0.124154
"38",51.5279173,-0.1240897
"39",51.5280032,-0.1239824
"40",51.5280246,-0.1239824
"41",51.5281319,-0.1238107
"42",51.5281748,-0.1235961
"43",51.5281748,-0.1234889
"44",51.5282177,-0.1234889
"45",51.5283465,-0.1234459
"46",51.5283894,-0.1234674
"47",51.5285182,-0.1235747
"48",51.5284967,-0.1235747
"49",51.5285182,-0.1235961
"50",51.528604,-0.1235961
"51",51.5286684,-0.1235318
"52",51.5286898,-0.1235103
"53",51.5285825,-0.1235103
"54",51.5286469,-0.1234245
"55",51.5286469,-0.1234459
"56",51.5287113,-0.1234674
"57",51.5287327,-0.1234674
"58",51.5287542,-0.1235103
"59",51.52884,-0.1235961
"60",51.5288615,-0.1236176
"61",51.5289258,-0.1236605
"62",51.5289473,-0.1236605
"63",51.5289902,-0.1237034
"64",51.5290117,-0.1237678
"65",51.5291404,-0.123918
"66",51.5291833,-0.1239824
"67",51.5292477,-0.1240253
"68",51.5293335,-0.1241111
"69",51.5293335,-0.1241326
"70",51.5294194,-0.1243042
"71",51.5295267,-0.1243257
"72",51.5296339,-0.1243901
"73",51.5296125,-0.124433
"74",51.5296339,-0.1245188
"75",51.5296554,-0.1245832
"76",51.5296554,-0.1246047
"77",51.529591,-0.1247334
"78",51.529591,-0.1247763
"79",51.5295696,-0.1248621
"80",51.5295267,-0.1249051
"81",51.5294837,-0.1249265
"82",51.5294837,-0.1249909
"83",51.5294837,-0.1250767
"84",51.5294408,-0.1251626
"85",51.5294194,-0.1252913
"86",51.5293979,-0.12542
"87",51.5294194,-0.1255488
"88",51.5293979,-0.1256132
"89",51.529355,-0.1256775
"90",51.5292692,-0.1258063
"91",51.5292477,-0.1258492
"92",51.5292263,-0.1258707
"93",51.5292263,-0.1258921
"94",51.5291404,-0.1259136
"95",51.5289902,-0.1258492
"96",51.5289688,-0.1258063
"97",51.5289258,-0.1257634
"98",51.5289044,-0.1256775
"99",51.5287971,-0.125699
"100",51.5287756,-0.1256775
"101",51.5287756,-0.1256346
"102",51.5286684,-0.1255702
"103",51.5286469,-0.1254844
"104",51.5286469,-0.1254415
"105",51.5285825,-0.1253557
"106",51.5285396,-0.1252698
"107",51.5284967,-0.125184
"108",51.5284538,-0.1252055
"109",51.5284323,-0.1252269
"110",51.5284109,-0.1252484
"111",51.5283679,-0.1253128
"112",51.528325,-0.1254415
"113",51.5282392,-0.1256346
"114",51.5282177,-0.125699
"115",51.5281963,-0.1257205
"116",51.5281319,-0.1257848
"117",51.5280675,-0.1258921
"118",51.5280246,-0.125935
"119",51.5279817,-0.1260423
"120",51.5279388,-0.1261067
"121",51.5279173,-0.1261711
"122",51.5278959,-0.1262569
"123",51.527853,-0.1263427
"124",51.52781,-0.1264071
"125",51.5277886,-0.1264929
"126",51.5277028,-0.1267075
"127",51.5276169,-0.1267719
"128",51.5276169,-0.1267933
"129",51.5275955,-0.1268363
"130",51.527574,-0.1269006
"131",51.5275526,-0.1269865
"132",51.5275311,-0.1270079
"133",51.5274882,-0.1270508
"134",51.5274453,-0.1270937
"135",51.5274024,-0.1271367
"136",51.5272736,-0.1272439
"137",51.5272092,-0.1273083
"138",51.5271234,-0.1273298
"139",51.5270376,-0.1272869
"140",51.5270161,-0.1272869
"141",51.5269732,-0.1272869
"142",51.5269088,-0.1272225
"143",51.5268445,-0.1272225
"144",51.526823,-0.1271367
"145",51.5268015,-0.1271367
"146",51.5267586,-0.1271152
"147",51.5267372,-0.1271367
"148",51.5266728,-0.1272869
"149",51.5266728,-0.1273083
"150",51.5266728,-0.1273941
"151",51.5266513,-0.1273941
"152",51.5266084,-0.1282954
"153",51.5266299,-0.1284456
"154",51.5266942,-0.1284456
"155",51.5267372,-0.1284456
"156",51.5268015,-0.1285529
"157",51.5268445,-0.1286387
"158",51.5268445,-0.1286602
"159",51.5268659,-0.1287031
"160",51.5269517,-0.1286816
"161",51.5269303,-0.1287674
"162",51.5269303,-0.1288318
"163",51.5269088,-0.1289176
"164",51.5268659,-0.1290035
"165",51.5268445,-0.1290893
"166",51.526823,-0.1291537
"167",51.5268015,-0.1291537
"168",51.5267801,-0.1291966
"169",51.5267372,-0.1292824
"170",51.5267157,-0.1293039
"171",51.5266728,-0.1294112
"172",51.5266513,-0.1294326
"173",51.5266513,-0.1294755
"174",51.5266513,-0.1295614
"175",51.5266728,-0.1296472
"176",51.5266942,-0.129776
"177",51.5267157,-0.1298618
"178",51.5267801,-0.1299047
"179",51.5268445,-0.1299047
"180",51.5269732,-0.1299047
"181",51.5269732,-0.1299262
"182",51.5269947,-0.130012
"183",51.5270376,-0.1300978
"184",51.5270376,-0.1301407
"185",51.527059,-0.1301836
"186",51.5270805,-0.1302266
"187",51.5271234,-0.130248
"188",51.5271663,-0.1302695
"189",51.5272521,-0.1304841
"190",51.5272736,-0.1304841
"191",51.5273809,-0.1306557
"192",51.5274667,-0.1308274
"193",51.5274667,-0.1308274
"194",51.5274667,-0.1308918
"195",51.5274453,-0.1309776
"196",51.5274238,-0.1310849
"197",51.5273809,-0.1312136
"198",51.5273594,-0.1312136
"199",51.5273165,-0.1313638
"200",51.527338,-0.1314926
"201",51.5273165,-0.1316428
"202",51.527059,-0.1317286
"203",51.527059,-0.1317501
"204",51.5270376,-0.131793
"205",51.5269732,-0.1319003
"206",51.5269732,-0.1319646
"207",51.5269517,-0.132029
"208",51.5269517,-0.1320719
"209",51.5269517,-0.1322007
"210",51.5269088,-0.1323723
"211",51.5268874,-0.1325225
"212",51.5269088,-0.1325654
"213",51.5269088,-0.1326942
"214",51.5268874,-0.1327157
"215",51.526823,-0.1328229
"216",51.526823,-0.1328444
"217",51.5267801,-0.1329302
"218",51.5267372,-0.1330161
"219",51.5266513,-0.133059
