"","latitude","longitude"
"1",51.53548,-0.1215178
"2",51.535484,-0.1216136
"3",51.53549,-0.1216993
"4",51.535484,-0.1217777
"5",51.535496,-0.1218514
"6",51.535515,-0.1219249
"7",51.53553,-0.122
"8",51.53554,-0.1220767
"9",51.53554,-0.1221479
"10",51.535538,-0.1221814
"11",51.535534,-0.1222107
"12",51.535553,-0.1222475
"13",51.535595,-0.1223366
"14",51.535618,-0.1224369
"15",51.535625,-0.1225181
"16",51.53562,-0.1225814
"17",51.535614,-0.122675
"18",51.535606,-0.1227574
"19",51.535595,-0.1228276
"20",51.53558,-0.1228962
"21",51.535564,-0.1229642
"22",51.53554,-0.1230287
"23",51.535522,-0.1231007
"24",51.535503,-0.1231755
"25",51.53548,-0.1232521
"26",51.535446,-0.1233239
"27",51.53541,-0.1233956
"28",51.535378,-0.1234679
"29",51.53534,-0.1235454
"30",51.53531,-0.1236166
"31",51.535275,-0.1236869
"32",51.53524,-0.1237528
"33",51.53521,-0.1238207
"34",51.53519,-0.1238909
"35",51.53517,-0.1239613
"36",51.535152,-0.1240304
"37",51.535133,-0.124104
"38",51.53512,-0.1241749
"39",51.53511,-0.124244
"40",51.535107,-0.1243093
"41",51.535095,-0.1243812
"42",51.53508,-0.1244538
"43",51.53506,-0.1245434
"44",51.535038,-0.1246257
"45",51.535027,-0.1247091
"46",51.53503,-0.1247922
"47",51.53502,-0.1248668
"48",51.534996,-0.1249475
"49",51.53497,-0.125032
"50",51.534946,-0.1251137
"51",51.53492,-0.1251947
"52",51.534893,-0.1252772
"53",51.534866,-0.1253582
"54",51.534836,-0.1254341
"55",51.534805,-0.1255148
"56",51.534775,-0.1255901
"57",51.534733,-0.1256615
"58",51.5347,-0.1256983
"59",51.53469,-0.1257418
"60",51.53469,-0.1258034
"61",51.534702,-0.1258759
"62",51.534718,-0.125942
"63",51.534714,-0.1259847
"64",51.53471,-0.1260141
"65",51.534718,-0.1260664
"66",51.534737,-0.1261171
"67",51.53475,-0.1261717
"68",51.534786,-0.1262378
"69",51.534817,-0.1263024
"70",51.53485,-0.1263681
"71",51.53489,-0.1264227
"72",51.534924,-0.1264663
"73",51.534966,-0.1264894
"74",51.535004,-0.1265053
"75",51.53505,-0.1265318
"76",51.53509,-0.1265656
"77",51.535133,-0.1265971
"78",51.535175,-0.1266253
"79",51.53522,-0.1266576
"80",51.535267,-0.1267029
"81",51.535316,-0.1267755
"82",51.535366,-0.1268755
"83",51.535416,-0.1269649
"84",51.535465,-0.1270353
"85",51.53551,-0.127093
"86",51.535553,-0.1271515
"87",51.535595,-0.1271928
"88",51.535637,-0.1272103
"89",51.53568,-0.1272361
"90",51.5357,-0.1272455
"91",51.535725,-0.1272386
