"","latitude","longitude"
"1",51.539848,-0.136793
"2",51.539471,-0.136449
"3",51.539204,-0.136278
"4",51.539062,-0.136256
"5",51.538879,-0.136728
"6",51.538731,-0.137157
"7",51.538536,-0.137565
"8",51.538441,-0.137887
"9",51.538334,-0.138102
"10",51.538132,-0.138659
"11",51.537968,-0.139153
"12",51.537796,-0.139496
"13",51.537617,-0.139883
"14",51.53756,-0.140033
"15",51.537304,-0.140741
"16",51.537228,-0.14087
"17",51.537186,-0.141063
"18",51.537155,-0.141428
"19",51.537003,-0.141878
"20",51.536854,-0.142243
"21",51.536701,-0.142694
