"","latitude","longitude"
"1",51.533988,-0.142864
"2",51.533759,-0.14263
"3",51.533522,-0.142362
"4",51.533282,-0.142094
"5",51.533041,-0.141797
"6",51.532825,-0.14147
"7",51.532609,-0.14114
"8",51.532382,-0.140825
"9",51.532174,-0.140485
"10",51.531984,-0.140115
"11",51.531778,-0.139764
"12",51.53164,-0.139391
"13",51.531514,-0.139049
"14",51.531364,-0.138722
"15",51.53125,-0.138337
"16",51.531097,-0.137936
"17",51.530934,-0.13755
"18",51.53077,-0.13718
"19",51.530552,-0.136815
"20",51.530398,-0.136503
"21",51.530245,-0.136246
"22",51.530136,-0.136051
"23",51.530122,-0.136032
"24",51.530121,-0.13603
"25",51.530092,-0.135971
"26",51.530064,-0.135912
"27",51.530035,-0.135853
"28",51.530006,-0.135794
"29",51.529978,-0.135735
"30",51.529949,-0.135676
"31",51.529921,-0.135617
"32",51.529892,-0.135558
"33",51.529863,-0.135499
"34",51.529194,-0.134475
"35",51.529153,-0.134459
"36",51.529142,-0.134456
"37",51.529135,-0.13445
"38",51.529126,-0.134449
"39",51.529117,-0.134453
"40",51.529102,-0.134452
"41",51.529079,-0.134441
"42",51.529069,-0.134428
"43",51.529054,-0.134412
"44",51.529041,-0.134403
"45",51.529036,-0.134394
"46",51.529033,-0.134387
"47",51.529032,-0.134383
"48",51.529032,-0.134388
"49",51.529028,-0.134386
"50",51.529023,-0.134385
"51",51.52902,-0.134381
"52",51.529014,-0.134378
"53",51.529005,-0.134377
"54",51.528995,-0.134361
"55",51.528969,-0.134311
"56",51.528971,-0.1343
"57",51.528969,-0.13428
"58",51.528974,-0.134281
"59",51.528982,-0.134277
"60",51.528989,-0.134274
"61",51.528998,-0.134232
"62",51.528914,-0.134069
"63",51.528747,-0.133988
"64",51.528645,-0.133826
"65",51.528392,-0.133823
"66",51.528192,-0.13378
"67",51.528099,-0.133748
"68",51.52807,-0.133736
"69",51.527869,-0.133732
"70",51.527776,-0.133647
"71",51.527674,-0.133598
"72",51.527623,-0.133553
"73",51.527599,-0.13357
"74",51.527604,-0.133564
"75",51.527626,-0.133567
"76",51.527587,-0.13362
"77",51.527512,-0.133672
"78",51.527484,-0.133667
"79",51.527456,-0.133709
"80",51.527412,-0.133742
"81",51.52736,-0.133777
"82",51.5273,-0.133787
"83",51.527197,-0.133821
"84",51.527178,-0.133925
"85",51.527152,-0.133927
"86",51.527121,-0.1339
"87",51.527119,-0.13391
"88",51.527084,-0.13391
"89",51.527013,-0.133878
"90",51.526988,-0.133862
"91",51.526957,-0.13388
"92",51.526839,-0.133938
"93",51.526774,-0.134005
"94",51.526718,-0.134061
"95",51.526678,-0.134018
"96",51.526643,-0.134085
"97",51.526612,-0.134071
"98",51.526601,-0.13409
"99",51.526611,-0.13788
"100",51.526645,-0.137922
"101",51.526645,-0.138029
"102",51.526669,-0.138132
"103",51.526654,-0.13821
"104",51.526642,-0.138282
"105",51.526643,-0.138338
"106",51.526631,-0.13838
"107",51.526634,-0.138421
"108",51.526655,-0.138486
"109",51.526672,-0.13854
"110",51.526643,-0.138575
"111",51.526608,-0.138611
