"","latitude","longitude"
"1",51.5266516,-0.1262866
"2",51.52662,-0.1262566
"3",51.539105,-0.143032
"4",51.53909,-0.143022
"5",51.539073,-0.143013
"6",51.539055,-0.143008
"7",51.539038,-0.143007
"8",51.539025,-0.143005
"9",51.539013,-0.143005
"10",51.539007,-0.143005
"11",51.539002,-0.143007
"12",51.539,-0.14301
"13",51.539007,-0.143018
"14",51.539015,-0.143018
"15",51.539018,-0.143017
"16",51.539012,-0.143018
"17",51.539002,-0.143017
"18",51.53899,-0.143013
"19",51.538977,-0.14301
"20",51.538965,-0.143003
"21",51.538957,-0.142997
"22",51.538952,-0.142993
"23",51.538948,-0.142992
"24",51.53895,-0.142953
"25",51.538938,-0.14294
"26",51.538927,-0.14293
"27",51.538913,-0.14292
"28",51.538902,-0.142908
"29",51.53889,-0.142895
"30",51.53888,-0.142883
"31",51.538868,-0.142872
"32",51.538858,-0.14286
"33",51.538848,-0.142847
"34",51.538842,-0.142833
"35",51.538833,-0.142822
"36",51.538825,-0.142812
"37",51.538815,-0.1428
"38",51.538805,-0.14279
"39",51.538795,-0.142782
"40",51.538783,-0.142777
"41",51.538773,-0.142763
"42",51.538763,-0.142747
"43",51.538753,-0.142735
"44",51.538742,-0.142725
"45",51.538728,-0.142712
"46",51.538718,-0.142698
"47",51.538707,-0.142685
"48",51.538697,-0.142672
"49",51.538685,-0.142655
"50",51.538673,-0.142642
"51",51.538663,-0.14263
"52",51.538653,-0.142617
"53",51.538643,-0.142603
"54",51.538633,-0.142592
"55",51.538625,-0.142582
"56",51.538618,-0.142577
"57",51.53861,-0.14257
"58",51.5386,-0.14256
"59",51.53859,-0.14255
"60",51.53858,-0.142543
"61",51.53857,-0.142537
"62",51.53856,-0.142527
"63",51.53855,-0.142518
"64",51.538538,-0.142508
"65",51.538527,-0.1425
"66",51.538517,-0.142488
"67",51.538507,-0.142477
"68",51.538497,-0.142467
"69",51.538487,-0.142458
"70",51.538477,-0.142448
"71",51.538468,-0.142442
"72",51.538463,-0.142437
"73",51.538458,-0.142432
"74",51.538453,-0.142425
"75",51.538448,-0.14242
"76",51.538445,-0.142417
"77",51.53844,-0.142412
"78",51.538433,-0.142403
"79",51.538432,-0.142387
"80",51.538437,-0.142353
"81",51.53844,-0.14233
"82",51.53844,-0.142317
"83",51.538452,-0.142225
"84",51.53846,-0.142233
"85",51.538468,-0.142247
"86",51.538482,-0.142263
"87",51.538497,-0.142278
"88",51.538508,-0.142287
"89",51.538523,-0.142293
"90",51.538538,-0.142302
"91",51.53855,-0.14231
"92",51.538565,-0.142325
"93",51.538578,-0.142337
"94",51.538592,-0.142347
"95",51.538612,-0.142363
"96",51.53863,-0.14238
"97",51.538648,-0.142392
"98",51.538662,-0.142392
"99",51.53867,-0.142393
"100",51.538678,-0.142387
"101",51.538687,-0.142378
"102",51.538695,-0.142373
"103",51.538707,-0.142378
"104",51.538722,-0.14239
"105",51.538735,-0.142397
"106",51.538748,-0.142405
"107",51.538763,-0.14242
"108",51.538778,-0.142428
"109",51.538792,-0.14243
"110",51.53881,-0.142438
"111",51.53883,-0.142442
"112",51.538848,-0.142428
"113",51.538867,-0.14241
"114",51.538882,-0.14239
"115",51.538897,-0.142372
"116",51.53891,-0.142355
"117",51.538922,-0.142343
"118",51.538933,-0.142333
"119",51.538945,-0.142323
"120",51.538963,-0.142317
"121",51.538985,-0.142315
"122",51.539003,-0.142312
"123",51.539022,-0.1423
"124",51.539042,-0.14229
"125",51.539062,-0.14229
"126",51.539078,-0.142293
"127",51.539093,-0.142302
"128",51.53911,-0.14232
"129",51.53913,-0.142355
"130",51.539137,-0.142375
"131",51.53915,-0.142387
"132",51.539163,-0.142392
"133",51.539178,-0.14239
"134",51.539195,-0.142388
"135",51.539212,-0.142388
"136",51.539225,-0.142383
"137",51.539238,-0.142372
"138",51.539253,-0.142357
"139",51.539265,-0.142345
"140",51.539278,-0.142337
"141",51.539292,-0.142328
"142",51.539305,-0.142327
"143",51.539315,-0.142328
"144",51.539325,-0.142332
"145",51.539335,-0.142337
"146",51.539343,-0.142337
"147",51.539358,-0.142338
"148",51.53937,-0.142335
"149",51.539378,-0.142332
"150",51.539383,-0.142332
"151",51.53938,-0.142335
"152",51.53938,-0.142327
"153",51.539383,-0.142325
"154",51.539383,-0.142305
"155",51.53938,-0.142283
"156",51.539375,-0.142263
"157",51.539375,-0.14224
"158",51.539375,-0.142218
"159",51.539387,-0.142185
"160",51.539398,-0.142172
"161",51.539408,-0.142158
"162",51.539417,-0.142148
"163",51.539422,-0.14214
"164",51.539427,-0.142138
"165",51.53943,-0.142142
"166",51.539447,-0.142215
"167",51.539453,-0.142303
"168",51.539473,-0.142412
"169",51.5395,-0.142515
"170",51.539525,-0.1426
"171",51.539547,-0.14268
"172",51.539565,-0.142757
"173",51.539587,-0.142848
"174",51.53394,-0.1428566
"175",51.5336,-0.1424333
"176",51.53323,-0.1419866
"177",51.53286,-0.1415199
"178",51.53249,-0.1410083
"179",51.53215,-0.1404649
"180",51.53186,-0.139895
"181",51.53157,-0.1393466
"182",51.53125,-0.1388516
"183",51.53101,-0.1383899
"184",51.53077,-0.1378933
"185",51.53056,-0.1375433
"186",51.53035,-0.1371766
"187",51.53011,-0.1368816
"188",51.52993,-0.13661
"189",51.52979,-0.1364
"190",51.534068,-0.142631
"191",51.534141,-0.14284
"192",51.534299,-0.142862
"193",51.534336,-0.14295
"194",51.534336,-0.14295
"195",51.534336,-0.14295
"196",51.53454,-0.143004
"197",51.53454,-0.143004
"198",51.53454,-0.143004
"199",51.53454,-0.143004
"200",51.53454,-0.143004
"201",51.53454,-0.143004
"202",51.5397757,-0.1353716
"203",51.5397084,-0.1352786
"204",51.5389661,-0.1340121
"205",51.5379555,-0.133017
"206",51.5371072,-0.1326466
"207",51.5364236,-0.1324501
"208",51.5358441,-0.1323499
"209",51.5357217,-0.1324496
"210",51.5355696,-0.1324357
"211",51.535432,-0.1323154
"212",51.5352421,-0.1319502
"213",51.5344659,-0.1302633
"214",51.5344005,-0.1301249
"215",51.5340098,-0.1294447
"216",51.5334614,-0.1287009
"217",51.532315,-0.127727
"218",51.5310785,-0.1270225
"219",51.5301692,-0.1265687
"220",51.5298575,-0.1264887
"221",51.5297765,-0.1264356
"222",51.5297661,-0.1264249
"223",51.5296471,-0.1262615
"224",51.5294019,-0.1261758
"225",51.5291679,-0.1261403
"226",51.5295079,-0.1251917
"227",51.5295865,-0.124975
"228",51.5297078,-0.1245978
"229",51.5297524,-0.124465
"230",51.5302202,-0.1235203
"231",51.5306276,-0.1224754
"232",51.5307527,-0.1220843
"233",51.530141,-0.121646
"234",51.530183,-0.121864
"235",51.530381,-0.122079
"236",51.530596,-0.122248
"237",51.53073,-0.122288
"238",51.530822,-0.122389
"239",51.530841,-0.122477
"240",51.530852,-0.122512
"241",51.530847,-0.122662
"242",51.53085,-0.122704
"243",51.5307,-0.123006
"244",51.530513,-0.123209
"245",51.530499,-0.123226
"246",51.530345,-0.123452
"247",51.530327,-0.123715
"248",51.530311,-0.123794
"249",51.530293,-0.123758
"250",51.530328,-0.123755
"251",51.530328,-0.123755
"252",51.530328,-0.123755
"253",51.530328,-0.123755
"254",51.530328,-0.123755
"255",51.530328,-0.123755
"256",51.530328,-0.123755
"257",51.530328,-0.123755
"258",51.530328,-0.123755
"259",51.530328,-0.123755
"260",51.530328,-0.123755
"261",51.530328,-0.123755
"262",51.530328,-0.123755
"263",51.530328,-0.123755
"264",51.530328,-0.123755
"265",51.530328,-0.123755
"266",51.530328,-0.123755
"267",51.530328,-0.123755
"268",51.530328,-0.123755
"269",51.530328,-0.123755
"270",51.530328,-0.123755
"271",51.530328,-0.123755
"272",51.530328,-0.123755
"273",51.530328,-0.123755
"274",51.530328,-0.123755
"275",51.530328,-0.123755
"276",51.530328,-0.123755
"277",51.530328,-0.123755
"278",51.530328,-0.123755
"279",51.530328,-0.123755
"280",51.530328,-0.123755
"281",51.530328,-0.123755
"282",51.530328,-0.123755
"283",51.530328,-0.123755
"284",51.530328,-0.123755
"285",51.530328,-0.123755
"286",51.530328,-0.123755
"287",51.530328,-0.123755
"288",51.530328,-0.123755
"289",51.530328,-0.123755
"290",51.530328,-0.123755
"291",51.530328,-0.123755
"292",51.530328,-0.123755
"293",51.530328,-0.123755
"294",51.530328,-0.123755
"295",51.530328,-0.123755
"296",51.530328,-0.123755
"297",51.530328,-0.123755
"298",51.530328,-0.123755
"299",51.530328,-0.123755
"300",51.530328,-0.123755
"301",51.530328,-0.123755
"302",51.530328,-0.123755
"303",51.530328,-0.123755
"304",51.530328,-0.123755
"305",51.530328,-0.123755
"306",51.530328,-0.123755
"307",51.530328,-0.123755
"308",51.530328,-0.123755
"309",51.530328,-0.123755
"310",51.530328,-0.123755
"311",51.530328,-0.123755
"312",51.530328,-0.123755
"313",51.530328,-0.123755
