"","latitude","longitude"
"1",51.540028,-0.14117
"2",51.539665,-0.141749
"3",51.539341,-0.141921
"4",51.538998,-0.141535
"5",51.538624,-0.141127
"6",51.53828,-0.140762
"7",51.537968,-0.140312
"8",51.537731,-0.140054
"9",51.537518,-0.139968
"10",51.537292,-0.140548
"11",51.537155,-0.140998
"12",51.537079,-0.141621
"13",51.536919,-0.142028
"14",51.536747,-0.142457
"15",51.536587,-0.143037
"16",51.539009,-0.14293
"17",51.539181,-0.142415
"18",51.53944,-0.142093
"19",51.539684,-0.141728
"20",51.539986,-0.141299
