"","latitude","longitude"
"1",51.526629,-0.138599
"2",51.526714,-0.138597
"3",51.526799,-0.138588
"4",51.526871,-0.138588
"5",51.52695,-0.138592
"6",51.527038,-0.138598
"7",51.527128,-0.138612
"8",51.52721,-0.138623
"9",51.527287,-0.138629
"10",51.527373,-0.138635
"11",51.527455,-0.138638
"12",51.52754,-0.138639
"13",51.527625,-0.138643
"14",51.527711,-0.138642
"15",51.527801,-0.138641
"16",51.527879,-0.138641
"17",51.527959,-0.138646
"18",51.528037,-0.138656
"19",51.52811,-0.138664
"20",51.528182,-0.138673
"21",51.528254,-0.138683
"22",51.528325,-0.138688
"23",51.528399,-0.13869
"24",51.528486,-0.138689
"25",51.528573,-0.138684
"26",51.528673,-0.138673
"27",51.52876,-0.138655
"28",51.528835,-0.138641
"29",51.528902,-0.138634
"30",51.528963,-0.138632
"31",51.529016,-0.138643
"32",51.529066,-0.138661
"33",51.529117,-0.138667
"34",51.529165,-0.138677
"35",51.529218,-0.138681
"36",51.52927,-0.138687
"37",51.529323,-0.138693
"38",51.529379,-0.138705
"39",51.529432,-0.138718
"40",51.529495,-0.13873
"41",51.529562,-0.138748
"42",51.529627,-0.138756
"43",51.529692,-0.13877
"44",51.52976,-0.138777
"45",51.529826,-0.138786
"46",51.529884,-0.138794
"47",51.529946,-0.13881
"48",51.53002,-0.138819
"49",51.530097,-0.138826
"50",51.530175,-0.138835
"51",51.530254,-0.138843
"52",51.530329,-0.138841
"53",51.530409,-0.138839
"54",51.530484,-0.138841
"55",51.530554,-0.138851
"56",51.53064,-0.138862
"57",51.530716,-0.138874
"58",51.530782,-0.138885
"59",51.530847,-0.1389
"60",51.530914,-0.13891
"61",51.530983,-0.138931
"62",51.53105,-0.138953
"63",51.53111,-0.138975
"64",51.531168,-0.138996
"65",51.531232,-0.139018
"66",51.531293,-0.139036
"67",51.531362,-0.13905
"68",51.531427,-0.139065
"69",51.531491,-0.139079
"70",51.531557,-0.139094
"71",51.531622,-0.139107
"72",51.531687,-0.139123
"73",51.531752,-0.13914
"74",51.53182,-0.139156
"75",51.531889,-0.139171
"76",51.531959,-0.139189
"77",51.532028,-0.13921
"78",51.532097,-0.139241
"79",51.532165,-0.139256
"80",51.532233,-0.139264
"81",51.532303,-0.139274
"82",51.532371,-0.139291
"83",51.532441,-0.139301
"84",51.532511,-0.139305
"85",51.532583,-0.13931
"86",51.532652,-0.139323
"87",51.532718,-0.139336
"88",51.532785,-0.139339
"89",51.532854,-0.139336
"90",51.532919,-0.139332
"91",51.53298,-0.139333
"92",51.533042,-0.139331
"93",51.533108,-0.139322
"94",51.533173,-0.139314
"95",51.533234,-0.139306
"96",51.533292,-0.139304
"97",51.533349,-0.139301
"98",51.533409,-0.139297
"99",51.533469,-0.139296
"100",51.533531,-0.139294
"101",51.533601,-0.139282
"102",51.533674,-0.139266
"103",51.533742,-0.139259
"104",51.533813,-0.139249
"105",51.533881,-0.139239
"106",51.53395,-0.13923
"107",51.534017,-0.139231
"108",51.534084,-0.139237
"109",51.53415,-0.139235
"110",51.534213,-0.139228
"111",51.534275,-0.139219
"112",51.534337,-0.139206
"113",51.534399,-0.139187
"114",51.534455,-0.139157
"115",51.534489,-0.139132
"116",51.534522,-0.13912
"117",51.534561,-0.139083
"118",51.534589,-0.139066
"119",51.534648,-0.139045
"120",51.534685,-0.139036
"121",51.534716,-0.139025
"122",51.534752,-0.139014
"123",51.53479,-0.139014
"124",51.534829,-0.139017
"125",51.534874,-0.139019
"126",51.534921,-0.139034
"127",51.534974,-0.13905
"128",51.535029,-0.139077
"129",51.535083,-0.139108
"130",51.535138,-0.139147
"131",51.53519,-0.13919
"132",51.535243,-0.139232
"133",51.535296,-0.139274
"134",51.535351,-0.139318
"135",51.535407,-0.139364
"136",51.535468,-0.139419
"137",51.535524,-0.139472
"138",51.53558,-0.139524
"139",51.535634,-0.139577
"140",51.535694,-0.139626
"141",51.535743,-0.139688
"142",51.535803,-0.139729
"143",51.535864,-0.13977
"144",51.53592,-0.139822
"145",51.535975,-0.139873
"146",51.53603,-0.139923
"147",51.536084,-0.139977
"148",51.536136,-0.14003
"149",51.536187,-0.140088
"150",51.536235,-0.140156
"151",51.536282,-0.14022
"152",51.536329,-0.140281
"153",51.536366,-0.140362
"154",51.53642,-0.140408
"155",51.536465,-0.140476
"156",51.53652,-0.140516
"157",51.536572,-0.14056
"158",51.536619,-0.140609
"159",51.536665,-0.140654
"160",51.53671,-0.140696
"161",51.536756,-0.140742
"162",51.536808,-0.140787
"163",51.53686,-0.140832
"164",51.536915,-0.140875
"165",51.536973,-0.140916
"166",51.537026,-0.140966
"167",51.537081,-0.141016
"168",51.537138,-0.141063
"169",51.537197,-0.141107
"170",51.537256,-0.141156
"171",51.537315,-0.141202
"172",51.537375,-0.141251
"173",51.537433,-0.141306
"174",51.537495,-0.141358
"175",51.537557,-0.14141
"176",51.53762,-0.141467
"177",51.537684,-0.14152
"178",51.537748,-0.141576
"179",51.537812,-0.141632
"180",51.537875,-0.141688
"181",51.537939,-0.141742
