"","latitude","longitude"
"1",51.527876,-0.132748
"2",51.527851,-0.132747
"3",51.527846,-0.132754
"4",51.527839,-0.132759
"5",51.527834,-0.132763
"6",51.527827,-0.132767
"7",51.527821,-0.132768
"8",51.527813,-0.132766
"9",51.527805,-0.13276
"10",51.527797,-0.132753
"11",51.527798,-0.132744
"12",51.527802,-0.132733
"13",51.527799,-0.132724
"14",51.527793,-0.132717
"15",51.527796,-0.132706
"16",51.527795,-0.132697
"17",51.527794,-0.132689
"18",51.527789,-0.132681
"19",51.527786,-0.13267
"20",51.527782,-0.132662
"21",51.527777,-0.132651
"22",51.527775,-0.132643
"23",51.527768,-0.13264
"24",51.527766,-0.132635
"25",51.527763,-0.13263
"26",51.527758,-0.132622
"27",51.527757,-0.13262
"28",51.527755,-0.132622
"29",51.52775,-0.132622
"30",51.52775,-0.132615
"31",51.527744,-0.13261
"32",51.527743,-0.132609
"33",51.527753,-0.132615
"34",51.527751,-0.132622
"35",51.52776,-0.132621
"36",51.527769,-0.132623
"37",51.52778,-0.132629
"38",51.527782,-0.132632
"39",51.527785,-0.13262
"40",51.527801,-0.132598
"41",51.527805,-0.13259
"42",51.527807,-0.132583
"43",51.527808,-0.132569
"44",51.527808,-0.132547
"45",51.5278,-0.13253
"46",51.527812,-0.132495
"47",51.527813,-0.132462
"48",51.527817,-0.132455
"49",51.527826,-0.132436
"50",51.527839,-0.132407
"51",51.527838,-0.132401
"52",51.527849,-0.132406
"53",51.527866,-0.132397
"54",51.527882,-0.132383
"55",51.527893,-0.132376
"56",51.527894,-0.132381
"57",51.527896,-0.132375
"58",51.527894,-0.132372
"59",51.527894,-0.132356
"60",51.5279,-0.132337
"61",51.527916,-0.132313
"62",51.527929,-0.13231
"63",51.527933,-0.132308
"64",51.527922,-0.13232
"65",51.527928,-0.132318
"66",51.527926,-0.132303
"67",51.527923,-0.132279
"68",51.527923,-0.132257
"69",51.527918,-0.13224
"70",51.527916,-0.132215
"71",51.527913,-0.132193
"72",51.527901,-0.132174
"73",51.527897,-0.132167
"74",51.527884,-0.132154
"75",51.527875,-0.132118
"76",51.527858,-0.132086
"77",51.527849,-0.132058
"78",51.527846,-0.132023
"79",51.527837,-0.132001
"80",51.527834,-0.131975
"81",51.527821,-0.131952
"82",51.527815,-0.131936
"83",51.527817,-0.131922
"84",51.527822,-0.131909
"85",51.527832,-0.131894
"86",51.527838,-0.131872
"87",51.527842,-0.131853
"88",51.527847,-0.131834
"89",51.527855,-0.131815
"90",51.527862,-0.131794
"91",51.527868,-0.13178
"92",51.527873,-0.13176
"93",51.527884,-0.131741
"94",51.527898,-0.131722
"95",51.527909,-0.131703
"96",51.527915,-0.131678
"97",51.527916,-0.131662
"98",51.527914,-0.131642
"99",51.527912,-0.131626
"100",51.52791,-0.13161
"101",51.527904,-0.1316
"102",51.527897,-0.131584
"103",51.527887,-0.131573
"104",51.527874,-0.131559
"105",51.52787,-0.13156
"106",51.527863,-0.131559
"107",51.527851,-0.131557
"108",51.527838,-0.131548
"109",51.527827,-0.131542
"110",51.527811,-0.131529
"111",51.527798,-0.131522
"112",51.527783,-0.131509
"113",51.527768,-0.131498
"114",51.527763,-0.131489
"115",51.527751,-0.131475
"116",51.527746,-0.131473
"117",51.527741,-0.131468
"118",51.527736,-0.131462
"119",51.527728,-0.131457
"120",51.527714,-0.131446
"121",51.527707,-0.131441
"122",51.527697,-0.131437
"123",51.527689,-0.131434
"124",51.527671,-0.13142
"125",51.527664,-0.131406
"126",51.52765,-0.131384
"127",51.527634,-0.13136
"128",51.527629,-0.131346
"129",51.527626,-0.131338
"130",51.527619,-0.13133
"131",51.527608,-0.131315
"132",51.527595,-0.131302
"133",51.527589,-0.131294
"134",51.527587,-0.131285
"135",51.527579,-0.131273
"136",51.527575,-0.131265
"137",51.527565,-0.131254
"138",51.527553,-0.131239
"139",51.527537,-0.131221
"140",51.527531,-0.13121
"141",51.527524,-0.131201
"142",51.527516,-0.131191
"143",51.527507,-0.131179
"144",51.5275,-0.131168
"145",51.527494,-0.13116
"146",51.527496,-0.131156
"147",51.527499,-0.131152
"148",51.527498,-0.131148
"149",51.527493,-0.13114
"150",51.527491,-0.13113
"151",51.527493,-0.131125
"152",51.527491,-0.131117
"153",51.527493,-0.131109
"154",51.527495,-0.131111
"155",51.527491,-0.131119
"156",51.527484,-0.131123
"157",51.527475,-0.131128
"158",51.527469,-0.131126
"159",51.527469,-0.131121
"160",51.527474,-0.131116
"161",51.527473,-0.131107
"162",51.527472,-0.131103
"163",51.527471,-0.131098
"164",51.527472,-0.131096
"165",51.527469,-0.131089
"166",51.527468,-0.131086
"167",51.527456,-0.131077
"168",51.52745,-0.131073
"169",51.527445,-0.131071
"170",51.527435,-0.131064
"171",51.527422,-0.131058
"172",51.527411,-0.131049
"173",51.527402,-0.131046
"174",51.527392,-0.131037
"175",51.527389,-0.131034
"176",51.52739,-0.131036
"177",51.527389,-0.131033
"178",51.52738,-0.131032
"179",51.527372,-0.131032
"180",51.527363,-0.131027
"181",51.52736,-0.131023
"182",51.527359,-0.131019
"183",51.527358,-0.131016
"184",51.527352,-0.131013
"185",51.52735,-0.131009
"186",51.527348,-0.131006
"187",51.52735,-0.131003
"188",51.527352,-0.130994
"189",51.527345,-0.130974
"190",51.527341,-0.130954
"191",51.527336,-0.130928
"192",51.527332,-0.130914
"193",51.527332,-0.130902
"194",51.527344,-0.130849
"195",51.527343,-0.130809
"196",51.527347,-0.130799
"197",51.527348,-0.130768
"198",51.527352,-0.130734
"199",51.52736,-0.130727
"200",51.527354,-0.130715
"201",51.527362,-0.130706
"202",51.52737,-0.130702
"203",51.527377,-0.130702
"204",51.52738,-0.130704
"205",51.527385,-0.130706
"206",51.527386,-0.130707
"207",51.52739,-0.130707
"208",51.52739,-0.130713
"209",51.52739,-0.130717
"210",51.52739,-0.13072
"211",51.527388,-0.130721
"212",51.527379,-0.130717
