"ID","Connectivity","Control","Integration","LocalIntegration","X1","Y1","X2","Y2","Length"
1,77,15.5963,2.11692,7.54608,-1517.21,-3491.74,1250.9,-2957.05,2819.28
11,40,6.44158,1.94528,6.46936,-935.166,-2578.03,-244.83,-3298.85,998.066
16,26,4.44371,2.129,5.86351,-298.974,-3234.55,107.106,-3782.77,682.24
17,38,9.48314,1.86906,6.30492,-1236.34,-3400.37,-2772.68,-3979.05,1641.71
18,18,3.45323,1.75903,5.39719,391.362,-2605.11,685.77,-3082.26,560.675
19,7,1.16594,2.0197,4.93271,-1337.86,-3430.83,-1212.65,-3813.23,402.38
20,17,2.64217,1.77422,5.30048,814.362,-3078.88,469.194,-2588.19,599.935
22,17,4.92545,1.73522,5.2404,611.322,-3119.49,316.914,-2652.48,552.061
26,20,2.92324,1.78035,5.43489,750.066,-3342.84,662.082,-3017.97,336.577
28,5,0.326449,1.89641,4.74927,-285.438,-3312.38,-285.438,-3237.93,74.4503
29,11,1.24922,1.75852,4.80318,753.45,-3180.4,827.898,-3024.73,172.555
34,8,1.38454,1.76299,4.96769,-1314.17,-3464.67,-1419.08,-3031.5,445.687
35,10,1.76827,1.75406,4.88843,-1473.22,-3532.35,-1507.06,-3312.38,222.554
36,13,3.46549,1.75381,4.97585,-1354.78,-3725.24,-1425.85,-3461.28,273.359
37,9,2.01549,1.75381,4.83068,-1249.88,-3454.52,-1327.71,-3149.95,314.357
39,5,0.464303,1.74912,4.53047,-1452.92,-3545.89,-1496.91,-3468.05,89.4063
40,7,1.59883,1.74874,4.57387,-1297.25,-3667.71,-1388.62,-3437.6,247.594
41,4,0.339303,1.74799,4.43298,-1466.45,-3363.15,-1446.15,-3488.36,126.847
42,7,1.76549,1.74761,4.57387,-1361.55,-3528.97,-1398.77,-3376.68,156.768
43,3,0.139303,1.7471,4.36741,-1293.87,-3461.28,-1331.09,-3325.92,140.389
44,5,0.50716,1.74698,4.49781,-1466.45,-3579.73,-1507.06,-3488.36,99.9881
45,33,6.08834,1.75737,6.1301,-48.5581,-3528.97,-363.27,-2584.8,995.234
46,4,0.471811,1.94247,4.40982,-1185.58,-3417.29,-1050.22,-3863.99,466.76
47,2,0.039303,1.74484,4.26316,-1337.86,-3471.44,-1361.55,-3373.3,100.957
48,32,6.17565,1.75635,6.10223,49.5779,-3610.18,-282.054,-2574.65,1087.34
50,10,0.923461,1.75852,4.76654,827.898,-3122.87,756.834,-2987.51,152.884
51,4,0.381674,1.71739,4.14021,831.282,-3058.58,773.754,-2977.36,99.5284
52,3,0.194805,1.7169,4.07566,807.594,-3038.27,838.05,-3092.42,62.1234
55,14,2.62062,1.91137,5.15487,384.594,-3515.43,110.49,-3116.11,484.348
57,15,2.60487,1.73634,5.2272,350.754,-3143.18,208.626,-2655.87,507.614
58,13,2.38335,1.76325,4.88124,909.114,-3214.24,763.602,-3045.04,223.168
63,3,0.182922,1.71629,4.21582,591.018,-3095.8,611.322,-3048.42,51.5449
73,16,2.71362,1.76312,5.14572,289.842,-3129.64,452.274,-3410.52,324.466
75,5,0.511339,1.72313,4.359,-789.654,-3217.63,-813.342,-3403.75,187.627
77,13,2.00584,1.74333,5.02126,-721.974,-3352.99,-1114.52,-2923.21,582.067
78,9,1.18584,1.74648,4.75913,431.97,-2940.13,591.018,-3285.31,380.059
79,7,1.19215,1.73995,4.44233,547.026,-3082.26,655.314,-3315.77,257.391
80,3,0.21491,1.71836,4.1192,-721.974,-3383.45,-732.126,-3329.3,55.0891
83,5,0.542749,1.71399,4.25821,-512.166,-3183.79,-491.862,-3346.22,163.701
85,8,2.45942,1.71253,4.43529,-694.902,-3251.47,-684.75,-3393.6,142.494
86,2,0.137987,1.70855,3.93256,-556.158,-3369.91,-562.926,-3302.23,68.0196
89,5,1.22132,1.70951,4.16365,-11.3341,-3288.69,-45.1741,-3200.71,94.2697
90,12,1.45509,1.73212,4.93979,316.914,-3217.63,249.234,-2946.9,279.06
91,14,2.75221,1.72497,4.91513,-799.806,-3366.53,-576.462,-3153.33,308.765
92,10,1.52251,1.72202,4.73907,-779.502,-3366.53,-1117.9,-2997.66,500.577
93,5,0.853265,1.71897,4.30951,195.09,-3217.63,120.642,-3105.95,134.216
94,8,1.4241,1.72117,4.5776,-1151.74,-3434.21,-1205.89,-3116.11,322.681
95,13,2.97602,1.72215,4.90537,80.0339,-3430.83,-41.7901,-3072.11,378.837
96,8,1.69824,1.72178,4.63884,76.6499,-3295.46,-4.56611,-3072.11,237.659
97,15,2.77336,1.72117,5.03817,391.362,-3129.64,266.154,-2730.32,418.494
98,8,1.17945,1.72202,4.54598,560.562,-3268.39,425.202,-3011.2,290.637
100,5,0.351572,1.71921,4.44163,-305.742,-3065.34,-244.83,-3254.85,199.058
101,14,3.10221,1.7186,4.89181,144.33,-3424.06,66.4979,-3153.33,281.694
103,5,0.866955,1.7169,4.32205,-1114.52,-3424.06,-1185.58,-3085.65,345.791
104,4,0.367688,1.72669,4.19572,733.146,-3001.05,777.138,-3061.96,75.1385
105,3,0.126082,1.71605,4.21582,-359.886,-3278.54,-410.646,-3160.1,128.862
106,5,0.867154,1.71532,4.32205,151.098,-3221.01,8.96988,-3058.58,215.838
110,5,1.61299,1.71302,4.20496,-1212.65,-3440.98,-1253.26,-3288.69,157.606
111,5,0.703896,1.71763,4.20496,729.762,-3126.26,719.61,-3055.19,71.7876
112,3,0.22132,1.71423,4.17523,-200.838,-3251.47,-234.678,-3160.1,97.4359
114,4,0.624098,1.71387,4.15429,492.882,-3234.55,438.738,-3102.57,142.655
115,5,0.700289,1.71326,4.27121,567.33,-3163.48,482.73,-2960.44,219.966
117,9,3.29632,1.7135,4.4881,-1019.77,-3413.91,-1073.91,-3149.95,269.456
118,5,0.984416,1.71338,4.27121,-532.47,-3305.62,-566.31,-3160.1,149.399
119,4,0.562987,1.71229,4.22267,-853.95,-3376.68,-877.638,-3281.93,97.6709
120,3,0.242154,1.71169,4.10484,242.466,-3200.71,205.242,-3085.65,120.931
121,3,0.175487,1.71157,4.09033,279.69,-3153.33,242.466,-3082.26,80.2249
122,3,0.457431,1.70963,4.04587,-1046.84,-3417.29,-1107.75,-3204.09,221.729
124,2,0.075487,1.71096,4.01132,178.17,-3173.64,161.25,-3099.19,76.3487
125,5,0.912987,1.71048,4.20496,59.7299,-3302.23,8.96988,-3153.33,157.315
126,4,0.629654,1.70987,4.11161,712.842,-3041.66,706.074,-3102.57,61.2887
128,2,0.124098,1.70951,3.9646,371.058,-3221.01,323.682,-3126.26,105.939
129,4,0.712987,1.70951,4.09708,-569.694,-3312.38,-586.614,-3217.63,96.2537
130,2,0.124098,1.70951,3.99592,-1084.06,-3430.83,-1134.82,-3214.24,222.451
131,2,0.112987,1.70927,3.94867,428.586,-3129.64,398.13,-3058.58,77.3173
132,2,0.212987,1.70903,3.94867,-928.398,-3390.22,-938.55,-3346.22,45.1494
133,2,0.512987,1.70855,3.93256,360.906,-3119.49,367.674,-3163.48,44.5109
134,2,0.262987,1.70843,3.93256,5.58588,-3258.24,-18.1021,-3187.17,74.9101
138,8,0.850591,1.96979,4.25194,-79.014,-3755.7,377.826,-3803.08,459.29
145,38,7.7499,1.66832,6.30838,503.034,-2611.87,-661.062,-2919.83,1204.14
161,14,1.94063,2.14635,5.04979,103.722,-3715.09,-302.358,-3836.92,423.961
165,5,0.482479,1.53011,3.25536,868.506,-3241.32,1024.17,-3055.19,242.64
167,12,1.71158,1.33969,4.46995,1237.36,-3684.63,1014.02,-3285.31,457.539
179,28,5.18525,1.47803,5.74523,1105.39,-3268.39,648.546,-3623.72,578.76
182,18,2.52998,1.56489,4.97953,638.394,-3386.83,922.65,-3197.32,341.636
184,23,4.94534,1.95944,5.41236,425.202,-3471.44,-45.1741,-3816.61,583.44
190,19,2.17666,1.56267,5.03895,804.21,-3055.19,783.906,-3319.15,264.74
195,15,3.4961,1.64142,5.08718,-1371.7,-2943.52,-586.614,-2909.68,785.817
210,29,5.88137,1.92381,5.82201,-1781.17,-4151.64,-1199.12,-3796.31,681.938
211,19,3.21902,1.61603,5.09894,-1442.77,-1928.29,-650.91,-2896.14,1250.51
212,17,4.30766,2.03019,5.05938,-853.95,-3863.99,-1222.81,-3799.69,374.418
221,8,1.40794,1.43226,4.01382,1054.63,-3332.69,898.962,-3183.79,215.413
224,8,0.983348,1.76865,4.46939,-342.966,-3312.38,-24.8701,-3221.01,330.959
225,15,3.69615,1.77137,4.84076,-2119.57,-3698.17,-1716.87,-4141.49,598.911
226,8,1.54679,1.76492,4.23889,-217.758,-3285.31,-752.43,-3366.53,540.805
228,17,2.08466,1.7737,4.9429,327.066,-3535.73,658.698,-3359.76,375.428
233,16,1.67655,1.65104,4.84354,760.218,-3315.77,499.65,-3440.98,289.091
237,9,0.983188,1.5473,3.93392,848.202,-3268.39,733.146,-3146.56,167.57
238,7,0.586067,1.54415,3.6194,777.138,-3221.01,898.962,-3099.19,172.288
243,13,3.58716,1.60852,4.49037,-901.326,-2628.79,-525.702,-2344.53,471.062
246,4,0.304388,1.75102,3.99096,-1507.06,-3992.59,-1689.8,-3566.19,463.904
249,14,2.25853,1.96547,4.75592,-779.502,-3830.15,103.722,-3718.48,890.256
250,10,1.02229,1.51537,3.94844,888.81,-3237.93,780.522,-3095.8,178.684
253,6,0.771221,1.605,3.86786,-945.318,-2628.79,-843.798,-2601.72,105.068
260,12,1.60575,1.60724,4.42013,-1104.37,-2764.16,-887.79,-2591.57,276.934
261,11,1.67211,1.60671,4.31052,-698.286,-2862.3,-464.79,-2659.25,309.432
262,6,0.685965,1.60479,3.85058,-1060.37,-2855.53,-840.414,-2649.1,301.655
263,12,2.72168,1.60639,4.40025,-765.966,-2879.22,-515.55,-2605.11,371.276
269,4,0.410965,1.60277,3.59272,-1016.38,-2831.84,-826.878,-2669.4,249.595
270,7,1.59549,1.60256,3.82204,-789.654,-2750.62,-664.446,-2588.19,205.092
271,9,1.14408,1.27498,3.80399,1179.83,-3315.77,926.034,-3586.5,371.091
272,5,1.07763,1.60097,3.51969,-850.566,-2676.17,-769.35,-2608.49,105.721
273,6,1.30382,1.60087,3.6459,-796.422,-2737.09,-705.054,-2601.72,163.314
274,5,1.22049,1.60044,3.51969,-755.814,-2784.46,-701.67,-2726.93,79.0016
275,4,0.527632,1.60023,3.41424,-742.278,-2899.52,-644.142,-2869.07,102.754
276,4,0.577632,1.60023,3.39024,-677.982,-2889.37,-606.918,-2825.07,95.8349
277,4,1.41097,1.60013,3.39024,-755.814,-2747.24,-809.958,-2794.62,71.9457
278,3,0.410965,1.59992,3.28374,-884.406,-2757.39,-809.958,-2689.71,100.615
279,3,0.277632,1.5997,3.25746,-864.102,-2625.41,-911.478,-2655.87,56.3215
280,3,0.471429,1.14083,2.78831,1420.1,-3985.82,1122.31,-3826.77,337.606
284,15,2.51682,1.76466,4.9736,337.218,-3193.94,-210.99,-3373.3,576.802
285,18,3.54554,1.69801,5.01155,330.45,-3820,804.21,-3512.05,565.052
287,13,2.19598,1.75762,4.7559,-183.918,-3420.67,303.378,-3268.39,510.537
288,5,1.09682,1.26838,3.33218,1014.02,-3325.92,1074.93,-3437.6,127.207
290,9,1.24003,1.74673,4.33798,-133.158,-3481.59,151.098,-3383.45,300.72
291,7,1.18335,1.74221,4.03356,66.4979,-3478.2,-85.7821,-3528.97,160.518
292,5,0.766681,1.74045,3.78057,15.7379,-3457.9,-109.47,-3498.51,131.629
293,4,0.433348,1.7402,3.69371,-55.3261,-3258.24,-238.062,-3322.54,193.718
294,9,2.36138,1.74221,4.17265,188.322,-3559.42,-21.4861,-3620.34,218.472
295,4,0.735431,1.7387,3.55019,-106.086,-3312.38,-217.758,-3359.76,121.306
297,3,0.402098,1.73833,3.45492,-58.7101,-3356.38,-190.686,-3393.6,137.125
298,13,1.27369,1.55196,4.44807,854.97,-3180.4,699.306,-3237.93,165.955
302,3,0.319712,1.73659,3.38413,-58.7101,-3579.73,36.042,-3552.65,98.5438
303,3,0.319712,1.73659,3.38413,-45.1741,-3600.03,49.5779,-3572.96,98.5438
304,10,0.846644,1.55107,4.146,794.058,-3261.62,709.458,-3210.86,98.6605
305,6,0.389165,1.54948,3.8154,807.594,-3298.85,733.146,-3298.85,74.448
308,5,0.30861,1.54711,3.51969,722.994,-3258.24,797.442,-3258.24,74.448
311,16,2.04895,1.54523,4.75824,719.61,-3200.71,760.218,-3417.29,220.357
312,9,1.93105,1.49953,3.91935,800.826,-2987.51,597.786,-3061.96,216.259
316,12,1.15017,1.64287,4.38047,425.202,-3373.3,601.17,-3400.37,178.038
317,10,0.887666,1.64209,4.15863,560.562,-3430.83,421.818,-3380.07,147.738
318,3,0.592982,1.60437,3.50018,-2275.23,-3156.71,-2092.49,-3745.55,616.537
320,16,1.60268,1.52722,4.74943,817.746,-3068.73,695.922,-3251.47,219.626
321,8,1.25914,1.54258,3.67167,902.346,-3146.56,783.906,-3248.09,155.997
323,15,3.26991,1.20595,4.60831,1237.36,-3627.11,1112.15,-3850.46,256.052
330,24,4.2793,1.63666,5.61132,-441.102,-3227.78,398.13,-2990.89,872.024
334,5,0.488378,1.51471,3.2814,719.61,-3082.26,804.21,-3055.19,88.8262
335,23,3.23403,1.54681,5.38665,790.674,-3535.73,787.29,-3193.94,341.811
336,13,2.78663,1.56976,4.80696,-2112.8,-2517.12,-1649.19,-3593.26,1171.76
344,17,4.19873,1.61916,5.06569,-451.254,-3119.49,2.20188,-2997.66,469.536
352,14,2.23207,1.61431,4.8445,-45.1741,-3065.34,-566.31,-3214.24,541.991
353,14,3.10113,1.60777,4.69086,-806.574,-3248.09,-468.174,-2933.36,462.13
355,6,1.11989,1.60927,4.17604,-332.814,-3221.01,-79.014,-3163.48,260.239
358,14,2.88281,1.60937,4.73151,-935.166,-3275.16,-569.694,-2933.36,500.393
360,6,0.598842,1.605,3.99917,-529.086,-3217.63,-400.494,-3099.19,174.828
362,5,1.07262,1.60108,3.76211,-515.55,-3038.27,-441.102,-2953.67,112.695
363,6,1.21548,1.6015,3.88494,-606.918,-2950.28,-468.174,-2906.29,145.552
366,6,0.889225,1.59897,3.85058,-755.814,-3160.1,-549.39,-2967.21,282.522
367,7,1.49286,1.59875,3.85649,-640.758,-2892.75,-454.638,-2787.85,213.65
368,7,1.50119,1.59865,3.80455,-363.27,-3007.81,-485.094,-3065.34,134.725
369,4,0.578114,1.59791,3.57162,-715.206,-3089.03,-556.158,-2953.67,208.853
370,3,0.325,1.59749,3.38413,-346.35,-3061.96,-454.638,-3089.03,111.621
371,5,1.00119,1.59707,3.58424,-515.55,-3095.8,-437.718,-3038.27,96.7858
372,9,1.26493,1.51851,4.40905,140.946,-3143.18,19.1219,-2726.93,433.706
374,2,0.358333,1.59486,3.14991,-356.502,-3139.79,-397.11,-3153.33,42.8048
380,3,0.592982,1.49242,3.47774,215.394,-2716.78,205.242,-2385.14,331.797
381,11,1.97281,1.51832,4.44233,367.674,-3007.81,567.33,-2869.07,243.133
390,15,3.563,1.86417,4.76708,-1013,-4205.79,-1060.37,-3813.23,395.404
396,6,0.866667,1.68245,3.41034,357.522,-3911.37,360.906,-3796.31,115.109
401,4,0.472222,1.66671,2.97086,418.434,-3894.45,291.676,-3781.36,169.876
402,4,0.403239,1.55585,3.61351,-1611.97,-3630.49,-1693.18,-3512.05,143.614
405,5,1.375,1.24211,2.78071,959.874,-3342.84,1074.93,-3271.77,135.234
419,14,1.92732,1.4641,4.60347,756.834,-3518.81,970.026,-3576.34,220.818
421,7,1.20813,1.74446,3.71428,5.58588,-3650.79,117.258,-3704.94,124.106
423,5,0.534314,1.47309,3.35695,428.586,-2652.48,269.538,-2716.78,171.553
424,4,0.538816,1.55415,3.634,-2251.54,-3867.38,-2359.83,-3725.24,178.684
433,4,0.955128,1.72105,2.97086,-1.18211,-3518.81,-28.2541,-3610.18,95.297
434,11,2.96917,1.55545,4.31052,-1767.63,-3633.87,-1974.05,-3224.4,458.565
437,8,2.21798,1.55266,3.85665,-2180.48,-3948.59,-2221.09,-3755.7,197.122
438,7,1.58132,1.718,3.43916,144.33,-3623.72,5.58588,-3664.33,144.565
439,5,0.774176,1.71775,3.20197,19.1219,-3671.1,32.658,-3623.72,49.2732
441,5,0.774176,1.71751,3.14676,86.8019,-3708.32,-1.18211,-3640.64,111.005
442,7,1.63465,1.55037,3.83935,-1994.36,-3556.04,-1808.24,-3924.91,413.163
444,4,0.626316,1.54998,3.48386,-1957.13,-3688.02,-2034.97,-3664.33,81.3571
445,4,0.876316,1.54978,3.43784,-2011.28,-3654.18,-2058.65,-3728.63,88.2458
446,6,1.05251,1.548,3.761,-1727.02,-3603.42,-1862.38,-3339.46,296.643
447,3,0.651316,1.548,3.30952,-1899.61,-3576.34,-1862.38,-3660.95,92.4296
448,4,0.792982,1.54701,3.46104,-1804.85,-3640.64,-1933.45,-3383.45,287.547
449,2,0.151316,1.5478,3.20555,-1923.29,-3586.5,-1896.22,-3664.33,82.408
451,7,1.57751,1.54661,3.78687,-1523.98,-3647.41,-1571.36,-3491.74,162.718
452,6,1.85965,1.54602,3.6459,-1859,-3623.72,-1699.95,-3968.9,380.059
453,3,0.326316,1.54563,3.30952,-1581.51,-3539.12,-1639.04,-3424.06,128.64
454,4,0.859649,1.54622,3.31569,-1957.13,-3732.01,-1984.21,-3671.1,66.6588
455,2,0.276316,1.54573,3.06201,-2055.27,-3688.02,-2041.73,-3742.16,55.812
456,3,0.426316,1.54385,3.23067,-1676.26,-3559.42,-1628.89,-3674.48,124.431
457,3,0.426316,1.54385,3.23067,-1567.97,-3627.11,-1618.73,-3528.97,110.489
458,4,1.19298,1.54366,3.31569,-1676.26,-3671.1,-1699.95,-3562.81,110.852
459,2,0.226316,1.54336,3.09193,-1601.81,-3616.95,-1639.04,-3542.5,83.2374
462,1,0.026316,1.54297,2.94949,-1578.13,-3572.96,-1601.81,-3525.58,52.9693
465,11,1.74963,1.50633,4.05759,706.074,-3116.11,875.274,-3075.5,174.005
469,7,0.759804,1.48948,3.71428,526.722,-2638.95,323.682,-2781.08,247.844
470,7,1.0098,1.48948,3.71428,340.602,-2814.92,543.642,-2672.79,247.844
471,4,0.614379,1.48364,2.87017,503.034,-2814.92,665.466,-2713.4,191.549
472,4,0.947712,1.48364,2.87017,594.402,-2967.21,790.674,-2828.46,240.362
473,8,1.40723,1.48747,3.99868,-326.046,-2642.33,-583.23,-2374.99,370.967
474,4,0.947712,1.48364,2.87017,699.306,-2841.99,570.714,-2929.98,155.813
475,5,1.11438,1.48382,3.03077,536.874,-2872.45,638.394,-2808.15,120.169
476,4,0.947712,1.48364,2.87017,624.858,-3021.35,739.914,-2946.9,137.043
477,3,0.281046,1.48346,2.7118,418.434,-2669.4,503.034,-2618.64,98.6605
479,3,0.892857,1.65375,1.89575,-1087.45,-3688.02,-1246.49,-3728.63,164.15
481,7,1.00361,1.47821,3.89021,371.058,-2862.3,533.49,-2733.7,207.174
483,6,0.927171,1.47381,3.47793,418.434,-2916.44,557.178,-2825.07,166.128
485,3,0.614379,1.46916,2.78831,516.57,-2997.66,607.938,-2940.13,107.971
487,6,1.40882,1.47966,3.0938,702.69,-3051.81,804.21,-3007.81,110.642
488,2,0.555556,1.46756,2.31725,570.714,-3028.12,628.242,-2977.36,76.7216
489,11,1.62273,1.18074,4.08824,1233.98,-3691.4,1159.53,-3491.74,213.09
490,5,1.12662,1.65014,2.9078,-1222.81,-3732.01,-1310.79,-3762.47,93.1065
492,2,1.14286,1.64443,1.47837,-1314.17,-3478.2,-1351.4,-3488.36,38.5836
493,11,1.65041,1.18803,4.1063,1281.35,-3698.17,1061.39,-3600.03,240.86
495,3,0.312792,1.47381,2.78831,580.866,-3116.11,635.01,-3099.19,56.7263
512,2,0.558824,1.45095,2.26408,540.258,-3024.73,570.714,-2994.28,43.072
513,2,0.308824,1.45078,2.20873,364.29,-2703.25,320.298,-2730.32,51.655
514,2,0.169935,1.45078,2.20873,435.354,-2855.53,489.498,-2821.69,63.8498
515,2,0.169935,1.45078,2.20873,469.194,-2902.91,519.954,-2869.07,61.0065
516,2,0.558824,1.45078,2.20873,513.186,-2940.13,489.498,-2953.67,27.2829
517,2,0.169935,1.45078,2.20873,557.178,-2926.6,509.802,-2963.82,60.2511
519,6,0.857576,1.17971,3.29217,1244.13,-3667.71,1162.91,-3596.65,107.919
522,16,2.0091,1.5415,4.77297,560.562,-3366.53,733.146,-3210.86,232.418
524,5,0.681818,1.17206,3.00064,1223.83,-3704.94,1247.51,-3660.95,49.9653
527,15,2.1535,1.55395,4.76708,526.722,-3386.83,655.314,-3627.11,272.518
528,8,0.831548,1.53466,3.79043,580.866,-3285.31,716.226,-3187.17,167.193
536,3,0.780303,1.57384,3.08837,-133.158,-3329.3,-95.9341,-3295.46,50.3074
537,16,2.8425,1.60458,4.73199,52.9619,-3146.56,442.122,-3024.73,407.784
539,20,3.50173,2.07132,5.41961,-153.462,-4432.52,-282.054,-3799.69,645.76
542,29,8.30505,2.04855,5.80476,-1029.92,-3857.22,-200.838,-3820,829.915
543,4,0.647917,1.57302,3.31569,-18.1021,-3532.35,76.6499,-3512.05,96.9032
545,11,2.22262,1.60863,4.1063,469.194,-3373.3,313.53,-3430.83,165.955
546,9,0.775534,1.51424,3.94848,746.682,-3227.78,658.698,-3221.01,88.2439
548,6,0.458066,1.60649,3.47793,472.578,-3464.67,425.202,-3352.99,121.309
549,4,0.601166,1.56661,3.00296,-1527.37,-3664.33,-1348.01,-3593.26,192.919
550,3,0.310689,1.5653,2.67192,-1378.47,-3681.25,-1297.25,-3647.41,87.9844
551,3,0.367832,1.56509,2.67192,-1297.25,-3728.63,-1378.47,-3711.71,82.9599
552,8,0.782937,1.51037,3.70577,624.858,-3271.77,736.53,-3200.71,132.367
553,2,0.233766,1.56267,2.15103,-1371.7,-3583.11,-1334.48,-3562.81,42.4018
560,4,0.58869,1.49795,3.03438,682.386,-3312.38,746.682,-3305.62,64.6512
562,14,2.35074,1.30344,4.65857,655.314,-3830.15,1169.68,-3847.07,514.646
563,28,9.91541,1.49324,6.17425,-1882.69,-3207.48,-1317.56,-3011.2,598.243
564,10,1.76155,1.47912,4.18378,-146.694,-2754.01,-444.486,-2537.42,368.223
565,6,0.712879,1.4783,3.74242,-502.014,-2652.48,-322.662,-2605.11,185.504
567,6,0.865559,1.47399,3.58495,-434.334,-2655.87,-315.894,-2615.26,125.208
568,5,0.874242,1.48428,3.1746,743.298,-3092.42,672.234,-3143.18,87.3316
569,4,0.611111,1.48364,2.93804,712.842,-3092.42,624.858,-3126.26,94.2677
570,3,0.361111,1.48328,2.75058,702.69,-3129.64,638.394,-3153.33,68.5211
572,2,0.383333,1.48237,2.41773,726.378,-3156.71,699.306,-3173.64,31.9248
573,14,2.50752,1.48574,4.58086,-116.238,-2865.68,-474.942,-2973.97,374.694
574,12,2.40439,1.47966,4.42013,-434.334,-2929.98,-180.534,-2852.15,265.467
576,9,1.75439,1.47794,4.11859,-217.758,-2737.09,-454.638,-2818.3,250.417
577,7,1.10579,1.50232,3.78687,445.506,-3041.66,350.754,-2950.28,131.63
579,6,1.21026,1.48346,3.38725,-1056.99,-2831.84,-1104.37,-2943.52,121.309
581,13,2.0028,1.48482,4.58799,5.58588,-3119.49,-31.6381,-2804.77,316.915
583,15,3.76111,1.49333,4.60723,-1649.19,-3237.93,-1185.58,-3136.41,474.594
584,9,2.31905,1.48373,3.79011,-1469.84,-3471.44,-1713.49,-3285.31,306.606
604,5,1.03526,1.49684,2.9078,-1344.63,-3704.94,-1442.77,-3752.32,108.974
605,4,0.81978,1.49629,2.83507,-1385.24,-3576.34,-1534.13,-3637.26,160.874
606,3,0.301923,1.49573,2.63086,-1368.32,-3633.87,-1510.45,-3691.4,153.33
607,2,0.201923,1.49499,2.26408,-1442.77,-3725.24,-1354.78,-3688.02,95.5348
610,10,1.43314,1.53632,4.10799,635.01,-3352.99,563.946,-3234.55,138.127
612,16,2.7517,1.53554,4.72451,428.586,-3400.37,591.018,-3261.62,213.624
620,2,0.376812,1.60426,2.51128,168.018,-3637.26,198.664,-3674.39,48.1469
621,10,2.70556,1.48101,3.86905,-1476.61,-3383.45,-1161.89,-3288.69,328.667
623,7,1.06389,1.47948,3.35836,-1517.21,-3332.69,-1280.33,-3278.54,242.989
628,4,0.661111,1.47785,2.64706,-1510.45,-3366.53,-1378.47,-3322.54,139.115
629,3,0.7,1.09179,1.89575,1054.63,-3292.08,976.794,-3237.93,94.8134
630,5,1.13869,1.52261,3.00064,699.306,-3281.93,614.706,-3336.07,100.444
631,3,0.564583,1.46605,3.08837,-123.006,-2720.17,-271.902,-2638.95,169.607
632,3,0.464583,1.47032,3.20336,-234.678,-2591.57,-258.366,-2682.94,94.3914
634,5,0.866667,1.47354,3.00064,-1452.92,-3383.45,-1551.05,-3336.07,108.974
635,16,4.50633,1.4774,4.76297,-427.566,-3004.43,-95.9341,-2909.68,344.903
636,5,0.937302,1.47219,2.84439,-1510.45,-3346.22,-1456.3,-3204.09,152.096
637,6,1.44841,1.47175,3.06934,-1310.79,-3295.46,-1226.19,-3234.55,104.248
641,4,0.209905,1.47381,3.71306,140.946,-3359.76,-102.702,-3444.36,257.919
642,7,1.30322,1.47372,3.82204,-224.526,-3021.35,-75.63,-2973.97,156.252
643,2,0.236111,1.47059,1.74097,-1368.32,-3268.39,-1293.87,-3248.09,77.1672
644,2,0.236111,1.47059,1.74097,-1378.47,-3244.7,-1300.64,-3217.63,82.4061
646,10,1.25419,1.83176,4.1963,164.634,-3972.28,-55.3261,-3721.86,333.308
647,3,0.186553,1.47121,3.38413,-207.606,-3078.88,-58.7101,-3034.89,155.259
649,8,2.22619,1.46756,3.45143,-1581.51,-3552.65,-1436,-3498.51,155.26
650,3,0.22822,1.4705,3.30952,-285.438,-2848.76,-156.846,-2804.77,135.909
653,7,1.70311,1.46596,3.26568,-1551.05,-3600.03,-1392.01,-3545.89,168.012
654,2,0.3,1.46578,2.02765,-1483.37,-3386.83,-1527.37,-3393.6,44.5096
655,4,0.862637,1.46499,2.60691,-1415.69,-3532.35,-1358.17,-3498.51,66.7435
656,3,0.71978,1.46481,2.35598,-1388.62,-3562.81,-1540.9,-3620.34,162.785
657,2,0.311111,1.46446,1.81851,-1222.81,-3383.45,-1276.95,-3396.99,55.8105
659,2,0.576923,1.46375,1.96146,-1392.01,-3556.04,-1449.53,-3576.34,61.0061
661,8,1.94056,1.46952,3.75676,-407.262,-2706.63,-265.134,-2655.87,150.921
666,5,1.73333,1.46145,2.65405,-1530.75,-3566.19,-1429.23,-3528.97,108.13
667,3,0.785714,1.46057,1.89575,-1402.16,-3488.36,-1368.32,-3478.2,35.3301
669,2,0.642857,1.45943,1.47837,-1429.23,-3427.44,-1381.85,-3424.06,47.4967
670,2,0.642857,1.45943,1.47837,-1439.38,-3407.14,-1381.85,-3383.45,62.2143
671,4,0.940559,1.46658,3.15363,-312.51,-2713.4,-366.654,-2730.32,56.7263
672,2,0.107226,1.46623,2.90179,-363.27,-2757.39,-302.358,-2737.09,64.207
673,2,0.107226,1.46623,2.90179,-285.438,-2791.23,-339.582,-2811.54,57.8261
674,2,0.530303,1.46623,2.90179,-166.998,-3204.09,-116.238,-3193.94,51.7653
678,3,0.329004,1.58807,2.63086,350.754,-3457.9,299.994,-3491.74,61.0065
679,3,0.329004,1.58807,2.63086,303.378,-3380.07,256.002,-3417.29,60.2511
680,8,1.12562,1.81488,3.98341,-51.9421,-3938.44,-21.4861,-3721.86,218.713
681,9,2.30341,1.51518,3.73764,384.594,-3325.92,499.65,-3248.09,138.91
683,5,0.60754,1.57609,3.11846,191.706,-3386.83,120.642,-3386.83,71.064
685,5,0.700534,1.57906,3.307,279.69,-3285.31,347.37,-3200.71,108.343
