"ID","Connectivity","Control","Integration","LocalIntegration","X1","Y1","X2","Y2","Length"
1686,2,0.121324,1.36999,2.55575,-326.046,-3102.57,-370.038,-2963.82,145.555
1687,2,0.121324,1.36999,2.55575,-231.294,-3078.88,-278.67,-2943.52,143.415
1688,2,0.121324,1.36999,2.55575,-282.054,-3085.65,-322.662,-2960.44,131.632
1690,3,0.642157,1.36968,2.5,-21.4861,-3051.81,-65.478,-3004.43,64.6523
1691,3,0.758824,1.36929,2.5,-370.038,-3149.95,-363.27,-3085.65,64.6532
1694,2,0.558824,1.3689,2.26408,-224.526,-3072.11,-234.678,-3038.27,35.331
1695,5,1.18809,1.36244,2.87619,-569.694,-3143.18,-654.294,-3055.19,122.061
1696,2,0.238095,1.36167,2.15103,-515.55,-2997.66,-562.926,-2913.06,96.9643
1697,2,0.571429,1.3606,2.02765,-749.046,-3207.48,-782.886,-3170.25,50.3076
1698,2,0.571429,1.3606,2.02765,-735.51,-3204.09,-772.734,-3160.1,57.6284
1699,6,0.761447,1.06296,3.19353,1152.76,-3623.72,1152.76,-3583.11,40.6092
1700,4,0.39259,1.30901,3.09524,496.266,-3045.04,455.658,-2936.75,115.655
1701,4,0.731685,1.36721,2.93804,-617.07,-2990.89,-837.03,-3051.81,228.239
1702,8,1.32536,1.30394,3.72281,232.314,-3014.58,154.482,-2730.32,294.727
1703,2,0.666667,1.36167,1.37915,-119.622,-3204.09,-129.774,-3163.48,41.859
1706,3,0.42619,1.29101,2.5,-407.262,-2933.36,-488.478,-2882.6,95.7745
1707,4,0.776923,1.36152,2.56596,-485.094,-3095.8,-559.542,-3075.5,77.1673
1709,4,0.776923,1.36144,2.56596,-505.398,-3075.5,-491.862,-3163.48,89.0218
1710,3,0.488095,1.36213,2.30467,-650.91,-3075.5,-691.518,-3034.89,57.4292
1711,2,0.571429,1.3619,2.09074,-603.534,-2973.97,-644.142,-2936.75,55.0884
1712,2,0.404762,1.36183,2.09074,-728.742,-3095.8,-779.502,-3051.81,67.1713
1714,5,0.988095,1.28971,2.84439,-353.118,-2957.05,-342.966,-2889.37,68.4392
1715,11,2.8047,1.30309,4.03727,-72.246,-2919.83,242.466,-2825.07,328.667
1718,3,0.542857,1.35748,1.95859,-434.334,-3055.19,-495.246,-2997.66,83.7851
1720,2,0.342857,1.35672,1.57143,-400.494,-3045.04,-474.942,-2977.36,100.615
1724,6,1.87424,1.29981,3.02216,103.722,-2973.97,266.154,-2916.44,172.319
1725,16,4.51905,1.33548,4.92584,-2265.08,-4090.73,-2268.46,-3820,270.749
1727,2,0.285714,1.3549,1.74097,-546.006,-2845.38,-569.694,-2774.31,74.9101
1728,5,0.962302,1.29765,2.68878,42.81,-3024.73,208.626,-2977.36,172.452
1732,2,0.253968,1.29682,1.81851,56.3459,-3051.81,117.258,-3038.27,62.3979
1735,2,0.583333,1.27841,1.27368,198.474,-2598.34,306.762,-2605.11,108.499
1736,5,1.12619,1.36512,2.66095,-1801.47,-4002.74,-1828.54,-3857.22,148.013
1737,2,0.233766,1.29661,2.02765,418.434,-2980.74,387.978,-2913.06,74.2188
1738,2,0.257576,1.29598,1.81851,489.498,-2940.13,442.122,-2892.75,67.0008
1739,3,0.642857,1.36275,2.02056,-1987.59,-3701.56,-1865.77,-3765.85,137.751
1741,6,1.12763,1.28923,3.21843,313.53,-2957.05,232.314,-2689.71,279.408
1742,4,1.06667,1.36121,2.35375,-1706.72,-3921.52,-1821.77,-3979.05,128.637
1745,5,0.64359,1.54968,3.20197,-1100.98,-3968.9,-1026.53,-4019.66,90.1068
1750,6,1.94359,1.2854,2.96072,-14.7181,-2828.46,-116.238,-2831.84,101.576
1751,3,0.42549,1.28451,2.5,337.218,-2835.23,310.146,-2750.62,88.8284
1758,13,2.33499,1.23245,4.41639,553.794,-4033.2,865.122,-3833.54,369.851
1759,3,0.310256,1.54297,2.7118,-1100.98,-4090.73,-1019.77,-4070.42,83.7157
1760,4,0.560256,1.54238,2.83507,-1094.21,-4151.64,-941.934,-4127.95,154.111
1762,3,0.733333,1.54199,2.5,-1097.6,-3951.98,-989.31,-3951.98,108.288
1764,2,0.14359,1.5416,2.41773,-1023.15,-4060.27,-1087.45,-4056.89,64.385
1765,2,0.566667,1.54003,2.15103,-1023.15,-3968.9,-1043.45,-3972.28,20.5842
1766,2,0.566667,1.54003,2.15103,-1016.38,-3897.83,-1053.61,-3897.83,37.2241
1778,4,0.709957,1.33828,3.31569,-1943.6,-3305.62,-1852.23,-3183.79,152.283
1781,4,0.40873,1.26911,2.79915,942.954,-3515.43,905.73,-3593.26,86.2775
1782,10,2.40192,1.44731,3.86585,-1439.38,-3820,-1527.37,-3627.11,212.012
1783,7,1.70117,1.44645,3.4188,-1375.09,-3803.08,-1273.57,-3745.55,116.688
1784,3,0.540909,1.33269,2.30467,-1953.75,-3292.08,-1916.53,-3180.4,117.716
1785,8,2.06026,1.44541,3.45778,-1392.01,-3823.38,-1452.92,-3657.56,176.655
1787,4,0.55,1.44429,2.60691,-1405.54,-3745.55,-1483.37,-3745.55,77.832
1791,3,0.790909,1.32787,2.35598,-1855.61,-3251.47,-1906.37,-3383.45,141.405
1792,5,1.66667,1.32468,2.61145,-1551.05,-3576.34,-1645.81,-3637.26,112.643
1793,3,1,1.32468,1.95859,-1815.01,-3278.54,-1852.23,-3373.3,101.804
1795,6,0.798485,1.06948,3.21843,1108.77,-3593.26,1058.01,-3610.18,53.506
1808,10,2.36905,1.62252,4.03227,-139.926,-4080.58,93.5699,-3877.53,309.432
1809,4,0.9,1.32875,2.68636,577.482,-3616.95,695.922,-3545.89,138.125
1814,7,1.52976,1.60735,3.43916,-123.006,-3982.44,46.194,-3816.61,236.908
1818,6,1.00317,1.28813,3.26779,685.77,-3694.79,885.426,-3657.56,203.097
1823,4,0.547619,1.25856,2.68636,895.578,-3478.2,827.898,-3545.89,95.7155
1830,3,0.654762,1.25641,2.25157,861.738,-3539.12,858.354,-3579.73,40.75
1837,5,1.40476,1.09401,2.84439,1041.09,-4046.73,990.33,-4222.71,183.148
1839,4,0.36075,1.28827,3.12473,838.05,-3786.16,699.306,-3772.62,139.403
1840,5,0.8875,1.32955,2.9078,-2298.92,-3850.46,-2187.25,-3836.92,112.489
1841,4,1.0125,1.32838,2.64706,-2369.98,-3897.83,-2244.77,-3830.15,142.33
1843,8,1.50814,1.33218,3.52522,-2282,-3982.44,-2102.65,-3830.15,235.282
1845,6,2.09286,1.28078,3.02216,-752.43,-2564.5,-532.47,-2402.06,273.438
1848,7,1.47619,1.24154,3.3007,817.746,-3346.22,942.954,-3254.85,155.002
1849,5,0.761111,1.32845,2.78071,-2221.09,-3836.92,-2099.26,-3843.69,122.012
1850,3,0.3125,1.32933,2.58857,-2126.33,-3867.38,-2282,-3880.91,156.251
1852,2,0.1875,1.32824,2.36842,-2180.48,-3887.68,-2282,-3918.14,105.99
1858,3,0.378968,1.32816,2.35598,-2244.77,-3992.59,-2106.03,-3870.76,184.64
1862,10,2.825,1.32671,3.87265,-2018.05,-3677.87,-2106.03,-3403.75,287.887
1863,4,1.7,1.44283,2.21171,83.4179,-3616.95,22.5059,-3633.87,63.2185
1865,8,2.71905,1.32678,3.48539,-2085.73,-3654.18,-1852.23,-3572.96,247.218
1866,4,0.924242,1.3254,2.4392,-1889.45,-3424.06,-1791.32,-3380.07,107.546
1867,4,0.885714,1.32606,2.68636,-2095.88,-3603.42,-1882.69,-3525.58,226.956
1868,2,0.325,1.27378,1.57143,-512.166,-2486.66,-498.63,-2442.67,46.0287
1869,2,0.236111,1.32489,1.96146,-2102.65,-3820,-2224.47,-3806.46,122.574
1870,2,0.424242,1.32519,1.96146,-1957.13,-3227.78,-2007.89,-3271.77,67.1714
1872,3,0.840909,1.32367,2.13977,-1930.06,-3407.14,-1886.07,-3386.83,48.4518
1873,2,0.590909,1.32294,1.81851,-1953.75,-3325.92,-1919.91,-3309,37.8345
1875,3,0.72619,1.32258,2.08105,-1946.98,-3437.6,-1825.16,-3569.58,179.61
1876,2,0.47619,1.3202,1.57143,-1889.45,-3623.72,-1831.93,-3600.03,62.2144
1877,2,0.392857,1.43906,1.65878,90.1859,-3647.41,76.6499,-3616.95,33.3294
1878,5,1.20238,1.31877,2.63594,-1527.37,-3589.88,-1635.65,-3664.33,131.412
1879,2,0.642857,1.31934,1.57143,-1980.82,-3664.33,-1936.83,-3647.41,47.1338
1882,2,0.642857,1.31726,1.57143,-1530.75,-3610.18,-1557.82,-3623.72,30.2676
1883,3,0.75,1.31626,1.77404,-1845.46,-3725.24,-1666.11,-3650.79,194.191
1884,2,0.416667,1.31619,1.47837,-1855.61,-3691.4,-1683.03,-3606.8,192.205
1885,2,0.5,1.31619,1.47837,-1848.85,-3708.32,-1703.33,-3644.03,159.085
1886,3,1.08333,1.31526,1.69825,-1666.11,-3657.56,-1720.25,-3647.41,55.0876
1889,5,0.719841,1.21326,3.1746,858.354,-4317.46,885.426,-4158.41,161.34
1900,6,1.21191,1.27956,2.92704,604.554,-2841.99,452.274,-2642.33,251.106
1902,4,0.942857,1.71459,2.90449,-217.758,-4483.28,-143.31,-4405.45,107.707
1903,2,0.285714,1.27862,1.57143,418.434,-2841.99,377.826,-2777.7,76.0476
1908,3,0.7,1.2709,1.72393,655.314,-2885.99,536.874,-2716.78,206.539
1909,2,0.5,1.27064,1.16341,665.466,-3011.2,618.09,-2929.98,94.0262
1911,2,0.45,1.27077,1.27368,618.09,-2919.83,567.33,-2841.99,92.9234
1914,14,2.72821,1.70746,4.53885,-373.422,-4087.34,-68.862,-4033.2,309.336
1920,9,1.60322,1.77839,4.36202,-735.51,-4500.2,-874.254,-4320.85,226.758
1933,2,1,1.26,1.05598,557.178,-3001.05,611.322,-3031.5,62.1225
1935,2,0.833333,1.26,1.05598,492.882,-2946.9,523.338,-3001.05,62.1234
1936,4,0.92619,1.3937,2.27313,-1270.18,-3776.01,-1290.49,-3752.32,31.1995
1937,3,0.524242,1.04238,2.5,1183.22,-3562.81,1189.99,-3532.35,31.1998
1938,2,0.533333,1.3909,1.37915,-1266.8,-3772.62,-1270.18,-3742.16,30.6443
1942,2,0.215909,1.04784,1.96146,1132.46,-3613.57,1115.54,-3633.87,26.4304
1943,1,0.5,1.38661,0.210897,-1351.4,-3478.2,-1314.17,-3583.11,111.316
1960,3,0.398352,1.17053,2.63086,854.97,-3853.84,851.586,-3786.16,67.7666
1961,8,2.41587,1.61527,3.58766,-197.454,-3979.05,-62.0941,-3857.22,182.111
1964,3,0.348352,1.16552,2.54498,797.442,-3901.22,794.058,-3823.38,77.9079
1968,7,1.23452,1.45234,3.3007,120.642,-3542.5,249.234,-3437.6,165.956
1969,7,1.15952,1.45443,3.3007,239.082,-3488.36,245.85,-3342.84,145.674
1976,4,0.858333,1.0418,2.27313,1230.59,-3698.17,1203.52,-3711.71,30.2676
1977,3,1.16667,1.35233,1.69825,-657.678,-3410.52,-633.99,-3654.18,244.804
1978,5,0.879762,1.59654,3.03077,56.3459,-4029.81,147.714,-3935.06,131.631
1983,2,0.2625,1.31298,2.20873,685.77,-3295.46,668.85,-3258.24,40.89
1985,4,0.754762,1.5835,2.76241,19.1219,-3999.36,117.258,-3894.45,143.653
1986,3,0.295833,1.32635,2.78831,645.162,-3474.82,540.258,-3532.35,119.643
1988,5,1.1498,1.37778,2.87619,482.73,-3373.3,415.05,-3281.93,113.707
1992,2,0.4,1.322,2.15103,604.554,-3457.9,574.098,-3478.2,36.6039
1994,3,0.592857,1.30703,2.02056,712.842,-3322.54,682.386,-3275.16,56.3222
1996,7,1.99924,1.37684,3.23572,387.978,-3417.29,310.146,-3275.16,162.048
2002,2,0.833333,1.33836,1.16341,-112.854,-3305.62,-62.0941,-3292.08,52.534
2004,8,1.0798,1.69932,3.75676,-292.206,-4239.63,-143.31,-4202.4,153.479
2006,4,0.652381,1.28519,2.60691,-1310.79,-3034.89,-1216.04,-3014.58,96.9032
2010,4,0.755556,1.36705,2.64706,428.586,-3315.77,340.602,-3200.71,144.844
2011,8,1.39647,1.69102,3.65465,-129.774,-4178.71,-298.974,-4205.79,171.352
2012,4,0.492816,1.68152,3.52843,-363.27,-3823.38,-332.814,-3884.3,68.1033
2013,4,0.691667,1.55595,2.76241,-136.542,-3935.06,-136.542,-3860.61,74.4503
2015,5,0.807576,1.68596,3.14676,-336.198,-3955.36,-268.518,-3840.3,133.489
2016,6,1.09091,1.68502,3.26779,-227.91,-4036.58,-312.51,-4053.5,86.2755
2017,4,0.640909,1.68432,2.93804,-312.51,-3968.9,-241.446,-3958.75,71.7856
2018,4,0.66978,1.34251,2.72481,-1351.4,-3799.69,-1398.77,-3718.48,94.0262
2019,3,0.583333,1.67965,2.67192,-217.758,-3901.22,-271.902,-3907.99,54.5653
2020,3,0.5,1.67884,2.58857,-200.838,-4229.48,-139.926,-4219.32,61.7523
2021,3,0.466667,1.67884,2.58857,-200.838,-4249.78,-136.542,-4236.24,65.7055
2022,2,0.216667,1.67849,2.36842,-129.774,-4385.14,-173.766,-4391.91,44.5096
2024,5,0.991667,1.3414,2.71844,46.194,-3525.58,171.402,-3417.29,165.542
2026,4,0.701149,1.66637,3.18196,-454.638,-3820,-441.102,-3928.29,109.134
2027,2,0.17734,1.66362,2.79586,-850.566,-3857.22,-864.102,-3806.46,52.5353
2028,4,0.951149,1.665,3.15363,-820.11,-3897.83,-823.494,-3836.92,61.0078
2029,4,0.784483,1.66408,3.06513,-420.798,-3924.91,-430.95,-3816.61,108.766
2030,2,0.367816,1.66374,2.79586,-529.086,-3880.91,-539.238,-3826.77,55.0891
2031,2,0.534483,1.66351,2.75866,-688.134,-3860.61,-688.134,-3836.92,23.6887
2032,2,0.534483,1.66351,2.75866,-661.062,-3863.99,-657.678,-3833.54,30.6443
2033,2,0.534483,1.66351,2.75866,-569.694,-3857.22,-569.694,-3826.77,30.4569
2034,2,0.534483,1.66351,2.75866,-711.822,-3863.99,-708.438,-3833.54,30.6443
2035,1,0.034483,1.66328,2.62325,-491.862,-3877.53,-495.246,-3823.38,54.2513
2036,3,0.85,1.33343,2.13977,-1547.67,-3657.56,-1490.14,-3657.56,57.5279
2037,3,0.840909,1.36137,2.08105,374.442,-3424.06,306.762,-3329.3,116.443
2038,2,0.340909,1.36121,1.81851,350.754,-3430.83,299.994,-3352.99,92.9234
2040,3,0.491667,1.2871,2.30467,-1073.91,-2916.44,-1304.02,-2919.83,230.137
2041,9,1.17857,1.29585,4.17265,-1378.47,-3359.76,-1469.84,-2963.82,406.345
2042,9,1.55079,1.29274,3.87562,-1334.48,-3061.96,-1432.61,-2953.67,146.143
2044,11,2.01819,1.62906,4.16688,-1500.29,-4652.49,-1202.5,-4452.83,358.532
2045,9,1.23016,1.29453,4.10484,-1517.21,-3298.85,-1605.2,-3028.12,284.666
2048,9,1.43968,1.28937,3.93392,-1699.95,-3244.7,-1787.93,-3017.97,243.208
2050,5,0.789683,1.29191,3.307,-1361.55,-3041.66,-1381.85,-2940.13,103.534
2051,7,0.946825,1.29026,3.85649,-1703.33,-3309,-1784.55,-3102.57,221.832
2053,7,1.21349,1.2895,3.56041,-1405.54,-3011.2,-1256.65,-3034.89,150.769
2056,4,0.402381,1.28663,3.31569,-1591.66,-3166.87,-1632.27,-3028.12,144.569
2057,3,0.34127,1.28519,3.11803,-1479.99,-3082.26,-1513.83,-2980.74,107.014
2058,2,0.09127,1.28506,3.00013,-1642.42,-3133.03,-1672.88,-3055.19,83.5808
2059,2,0.09127,1.28506,3.00013,-1669.49,-3143.18,-1696.57,-3072.11,76.048
2060,6,0.730159,1.28834,3.6459,-1622.12,-3261.62,-1659.34,-3119.49,146.926
2061,10,1.4765,1.65873,4.1963,-1056.99,-4391.91,-1368.32,-4550.97,349.604
2062,6,0.977778,1.28656,3.34023,-1520.6,-3359.76,-1639.04,-3224.4,179.865
2063,3,0.442857,1.28281,2.30467,-1114.52,-3116.11,-1151.74,-3058.58,68.5223
2066,5,0.873016,1.28193,3.2814,-1331.09,-3112.72,-1358.17,-3001.05,114.91
2067,4,0.539683,1.28166,3.09524,-1402.16,-3058.58,-1392.01,-2970.59,88.5704
2068,3,0.485714,1.28024,2.30467,-1128.05,-3034.89,-1246.49,-3089.03,130.23
2069,3,0.535714,1.27922,2.13977,-1226.19,-3051.81,-1134.82,-3001.05,104.522
2070,3,0.485714,1.28193,2.96296,-1855.61,-3217.63,-1892.84,-3166.87,62.9473
2071,2,0.369048,1.27808,2.79586,-1361.55,-3105.95,-1385.24,-3028.12,81.3591
2072,2,0.146825,1.27788,2.75866,-1689.8,-3197.32,-1713.49,-3139.79,62.2157
2073,2,0.146825,1.27788,2.75866,-1611.97,-3170.25,-1632.27,-3109.34,64.2086
2074,2,0.146825,1.27788,2.75866,-1686.41,-3129.64,-1666.11,-3190.56,64.2087
2075,2,0.202381,1.27767,2.72041,-1503.68,-3166.87,-1523.98,-3061.96,106.854
2076,2,0.202381,1.27767,2.72041,-1534.13,-3170.25,-1547.67,-3075.5,95.7168
2077,2,0.202381,1.27767,2.72041,-1476.61,-3170.25,-1500.29,-3055.19,117.473
2078,2,0.202381,1.27767,2.72041,-1446.15,-3163.48,-1476.61,-3048.42,119.022
2079,1,0.035714,1.27754,2.58177,-1408.93,-3136.41,-1429.23,-3034.89,103.534
2080,1,0.035714,1.27754,2.58177,-1693.18,-3149.95,-1706.72,-3112.72,39.6098
2081,4,0.565079,1.27727,2.83507,-1601.81,-3312.38,-1628.89,-3380.07,72.8954
2082,4,1.21111,1.27781,2.56596,-1588.28,-3488.36,-1507.06,-3424.06,103.587
2085,2,0.311111,1.27344,1.96146,-1564.59,-3380.07,-1611.97,-3447.75,82.6157
2086,3,0.541667,1.26408,1.95859,-346.35,-2726.93,-373.422,-2628.79,101.804
2088,11,2.23575,1.63754,4.37707,-945.318,-4287.01,-1348.01,-4503.59,457.244
2089,5,0.928114,1.28112,3.03077,-99.3181,-2973.97,29.2739,-2994.28,130.185
2091,10,1.86944,1.70662,3.9598,-589.998,-4077.19,-535.854,-4219.32,152.096
2093,4,0.419643,1.27639,2.87017,-123.006,-3004.43,-170.382,-2858.91,153.034
2094,3,0.217262,1.27626,2.78831,-194.07,-2950.28,-227.91,-2855.53,100.616
2095,4,0.604762,1.27539,2.64706,-332.814,-2957.05,-380.19,-2906.29,69.435
2097,4,0.583929,1.27445,2.76241,-329.43,-2987.51,-353.118,-2926.6,65.3576
2098,3,0.465909,1.28806,2.30467,256.002,-2987.51,198.474,-3011.2,62.2144
2099,7,1.25599,1.61603,3.56041,-1175.43,-4720.17,-1314.17,-4506.97,254.369
2101,4,0.71978,1.28991,2.72481,-38.4061,-3061.96,76.6499,-3031.5,119.019
2102,3,0.46978,1.28943,2.40559,-18.1021,-3021.35,69.8819,-3001.05,90.2965
2105,2,0.236111,1.26698,1.89187,-275.286,-2767.54,-309.126,-2662.64,110.23
2107,2,0.611111,1.26645,1.65878,-241.446,-2754.01,-265.134,-2682.94,74.9101
2112,2,1.14286,1.28431,1.47837,435.354,-2987.51,398.13,-3007.81,42.4017
2115,9,1.68889,1.28745,3.73764,-1622.12,-3332.69,-1402.16,-3170.25,273.438
2117,3,0.616667,1.27398,2.02056,-1094.21,-2869.07,-979.158,-2882.6,115.85
2119,5,1.83333,1.27197,2.60132,-1216.04,-2804.77,-1050.22,-2879.22,181.763
2120,7,2.06066,1.65895,3.95557,-725.358,-4594.96,-877.638,-4452.83,208.305
2121,4,1.00117,1.27297,2.68636,-11.3341,-2916.44,-79.014,-2906.29,68.4372
2123,3,0.344444,1.2799,2.63086,-1253.26,-3265.01,-1300.64,-3146.56,127.567
2125,3,0.422222,1.27734,2.30467,-1483.37,-3305.62,-1557.82,-3258.24,88.2446
2130,2,0.566667,1.27774,2.09074,-1297.25,-3112.72,-1276.95,-3170.25,61.0076
2131,2,0.566667,1.27774,2.09074,-1361.55,-3136.41,-1341.25,-3217.63,83.718
2132,1,0.066667,1.27761,1.88281,-1236.34,-3156.71,-1263.41,-3095.8,66.6588
2136,5,1.39444,1.27472,2.71844,-1507.06,-3396.99,-1669.49,-3285.31,197.118
2138,2,0.361111,1.27251,1.74097,-1551.05,-3393.6,-1547.67,-3474.82,81.2889
2141,3,0.777778,1.27084,1.95859,-1720.25,-3352.99,-1655.96,-3319.15,72.6581
2146,4,0.667857,1.26818,2.48195,-1547.67,-3610.18,-1571.36,-3539.12,74.9101
2151,6,0.950397,1.61076,3.34023,-119.622,-4050.12,-204.222,-3941.83,137.42
2152,18,3.63842,1.71423,4.9394,-982.542,-4270.08,-640.758,-4195.63,349.799
2160,10,1.59833,1.69813,4.3184,-755.814,-4202.4,-532.47,-4067.04,261.163
2162,6,1.22619,1.61786,3.41034,46.194,-4632.18,445.506,-4682.95,402.525
2166,5,0.64,1.68725,3.66604,-600.15,-4226.09,-657.678,-4107.65,131.675
2169,2,0.583333,1.2799,1.16341,-1466.45,-3620.34,-1479.99,-3593.26,30.2682
2172,12,3.30877,1.4461,4.19751,-2089.11,-4320.85,-1808.24,-4148.26,329.661
2176,7,1.31944,1.16794,3.33869,963.258,-3325.92,804.21,-3430.83,190.53
2177,2,0.173611,1.30922,2.26408,523.338,-3329.3,472.578,-3251.47,92.9234
2178,2,0.173611,1.30922,2.26408,513.186,-3336.07,462.426,-3258.24,92.9234
2181,4,1.37778,1.27124,2.60691,-1202.5,-3315.77,-1239.73,-3234.55,89.3423
2187,4,0.703968,1.2711,2.4392,-1432.61,-3349.61,-1466.45,-3207.48,146.105
2194,1,0.1,1.26858,1.47447,-1293.87,-3376.68,-1314.17,-3319.15,61.0075
2196,4,1.02778,1.16423,2.4392,861.738,-3363.15,966.642,-3285.31,130.626
2198,5,1.00556,1.27051,2.97007,804.21,-4442.67,892.194,-4202.4,255.874
2202,2,0.277778,1.26454,1.74097,-1243.11,-3261.62,-1263.41,-3187.17,77.1692
2204,2,0.205357,1.26751,2.20873,-190.686,-3021.35,-217.758,-2936.75,88.8284
2207,2,0.5625,1.26619,2.20873,-227.91,-3034.89,-254.982,-2943.52,95.297
2212,3,0.467857,1.2623,2.08105,-1425.85,-3562.81,-1452.92,-3495.13,72.8955
2215,2,0.325,1.25882,1.57143,-1496.91,-3562.81,-1517.21,-3518.81,48.4527
2216,2,0.325,1.25882,1.57143,-1534.13,-3528.97,-1520.6,-3569.58,42.8058
2217,2,0.642857,1.25765,1.47837,-1439.38,-3576.34,-1446.15,-3559.42,18.2239
2219,2,0.583333,1.25693,1.16341,-1385.24,-3528.97,-1398.77,-3478.2,52.5353
2220,2,0.375,1.26026,1.57143,-332.814,-2723.55,-356.502,-2645.72,81.3591
2222,18,3.41984,1.68362,5.04239,110.49,-4628.8,-803.19,-4872.46,945.61
2223,2,1,1.25283,1,-1412.31,-3440.98,-1429.23,-3386.83,56.7277
2224,4,1.11111,1.29703,2.48195,462.426,-3281.93,421.818,-3200.71,90.8044
2230,8,2.42424,1.46331,3.62085,-1774.4,-4344.54,-1919.91,-4199.02,205.788
2232,4,0.696429,1.54297,2.72481,-75.63,-3884.3,-146.694,-3870.76,72.3418
2233,5,0.588095,1.65273,3.58424,-349.734,-4094.11,-485.094,-4002.74,163.312
2239,4,0.634524,1.34624,2.4392,256.002,-3373.3,228.93,-3336.07,46.0283
2242,3,0.904762,1.25941,2.30467,865.122,-3569.58,770.37,-3603.42,100.614
2245,3,0.75,1.32765,1.83333,225.546,-3319.15,171.402,-3369.91,74.2179
2246,8,1.2671,1.04852,3.46508,1162.91,-3593.26,1105.39,-3559.42,66.7434
2250,5,0.825,1.65194,3.2814,-596.766,-4080.58,-535.854,-4114.42,69.6813
2251,4,0.516667,1.65172,3.15363,-464.79,-4134.72,-552.774,-4056.89,117.471
2252,6,0.660256,1.58807,3.43316,259.386,-4087.34,110.49,-3999.36,172.95
2253,5,0.526116,1.26672,3.1746,269.538,-2970.59,205.242,-2754.01,225.925
2255,4,0.487155,1.26599,2.83507,357.522,-2940.13,323.682,-2825.07,119.933
2262,2,1,1.29322,1.05598,-1848.85,-3038.27,-1598.43,-2835.23,322.391
2263,18,3.47334,1.70566,4.95429,-711.822,-4222.71,-945.318,-4408.83,298.602
2265,4,0.73445,1.25922,2.90449,56.3459,-2967.21,-1.18211,-2791.23,185.138
2266,3,0.23445,1.25908,2.75058,110.49,-2943.52,56.3459,-2781.08,171.223
2267,2,0.195489,1.25902,2.46531,381.21,-2916.44,350.754,-2852.15,71.1463
2268,3,0.419298,1.25869,2.58857,178.17,-3001.05,151.098,-2899.52,105.071
2269,2,0.143541,1.25863,2.46531,2.20188,-2865.68,12.3539,-2977.36,112.136
2270,16,2.87271,1.5011,4.73486,127.41,-4324.23,296.61,-3931.67,427.468
2271,1,0.052632,1.25817,2.1383,174.786,-2926.6,161.25,-2865.68,62.3997
2272,3,0.410714,1.25922,2.19662,381.21,-2950.28,357.522,-2909.68,47.0131
2275,3,0.284524,1.63368,2.99539,-552.774,-4094.11,-603.534,-3979.05,125.759
2277,4,0.611111,1.11953,2.60691,1024.17,-3437.6,929.418,-3518.81,124.797
2278,4,0.533333,1.63192,3.12473,-332.814,-4009.51,-420.798,-3941.83,111.005
2279,4,1.01786,1.63181,3.03438,-420.798,-4090.73,-502.014,-4009.51,114.858
2281,1,0.090909,1.25348,1.56687,198.474,-2808.15,184.938,-2747.24,62.3997
2282,1,0.090909,1.25348,1.56687,130.794,-2841.99,113.874,-2784.46,59.9663
2283,3,1.08333,1.3995,1.77404,418.434,-3667.71,360.906,-3698.17,65.0929
2286,2,0.75,1.39845,1.27368,364.29,-3610.18,330.45,-3633.87,41.3075
2287,4,0.861111,1.11654,2.35375,1027.55,-3444.36,936.186,-3484.97,99.9861
2288,8,2.825,1.62655,3.60415,-441.102,-3992.59,-464.79,-3891.07,104.25
2289,4,0.658333,1.62633,3.03438,-295.59,-3975.67,-373.422,-3897.83,110.073
2291,3,0.458333,1.62415,2.86083,-383.574,-3931.67,-400.494,-3857.22,76.3488
2292,3,0.575,1.62502,2.82504,-508.782,-4050.12,-525.702,-4009.51,43.9931
2293,2,0.166667,1.62481,2.72041,-393.726,-3995.97,-451.254,-3968.9,63.58
2294,2,0.166667,1.62481,2.72041,-454.638,-3972.28,-380.19,-4029.81,94.086
2295,3,0.625,1.62448,2.75058,-529.086,-4023.05,-430.95,-4107.65,129.57
2296,2,0.541667,1.62339,2.55575,-518.934,-4050.12,-562.926,-3992.59,72.4221
2297,2,0.541667,1.62339,2.55575,-525.702,-4056.89,-579.846,-4006.12,74.2179
2299,5,1.36667,1.11897,2.78071,875.274,-3484.97,953.106,-3403.75,112.491
2300,3,0.5,1.11881,2.19662,946.338,-3478.2,915.882,-3512.05,45.5278
2301,3,0.616667,1.11835,2.25157,932.802,-3461.28,909.114,-3508.66,52.9693
2303,2,0.416667,1.11799,1.89187,871.89,-3478.2,892.194,-3454.52,31.1995
2306,3,0.265152,1.27277,2.58857,739.914,-3535.73,716.226,-3468.05,71.7076
2308,3,0.674242,1.27164,2.45356,695.922,-3528.97,662.082,-3457.9,78.7118
2310,6,1.04286,1.28669,3.41034,-1131.44,-2973.97,-1446.15,-2957.05,315.167
2312,4,0.758333,1.25361,2.60691,574.098,-3928.29,577.482,-3843.69,84.6702
2315,8,1.15877,1.04337,3.51102,1125.69,-3556.04,1159.53,-3600.03,55.5028
2325,4,0.69359,1.26712,2.60691,-542.622,-3180.4,-488.478,-3126.26,76.5724
2329,2,0.24359,1.26566,2.09074,-559.542,-3160.1,-505.398,-3112.72,71.9458
2333,10,2.04405,1.0369,3.98242,1196.75,-3532.35,1135.84,-3576.34,75.1377
2335,5,0.676623,1.03632,2.74924,1166.3,-3562.81,1139.23,-3542.5,33.8403
2338,5,0.835714,1.0361,2.68878,1166.3,-3559.42,1139.23,-3559.42,27.072
