ID,Area_Name,Gate_No,Axial_Map,LineID,X,Y,mov_veh_ph,landuse,trafmanage,streettype,avebuildheight,maxbuildheight,diff_max_avbheight,street_width,pavement_width,gross_veh_road_width,parking_width,effective_road_width
214,Brompton,157,Kensington,5685,-351.193,-4235.74,71,residential,twoway,local,3,3,0,17,5,12,4.2,7.8
215,Brompton,158,Kensington,5720,-327.911,-4227.4,97,residential,twoway,local,4,4,0,14,4,10,3.5,6.5
216,Brompton,159,Kensington,3641,-325.233,-4271.27,517,school,twoway,local,3,3,0,13,4,9,3.5,5.5
217,Brompton,160,Kensington,5600,-289.055,-4278.29,59,residential,twoway,local,5,5,0,11,3.5,7.5,3.5,4
218,Brompton,161,Kensington,1268,-359.921,-4431.16,1127,retail,twoway,primary,4,4,0,14.5,6.5,8,0,8
219,Brompton,162,Kensington,3126,-434.89,-4439.6,205,residential,twoway,local,2,3,1,12,4,8,3.5,4.5
220,Brompton,166,Kensington,5036,-500.602,-4319.19,76,residential,twoway,local,7,10,3,12.5,4,8.5,3.5,5
221,Brompton,167,Kensington,4394,-520.525,-4272.41,374,commercial,twoway,local,4,10,6,14.5,4.8,9.7,3.5,6.2
222,Brompton,168,Kensington,4394,-484.908,-4296.15,1189,commercial,twoway,secondary,7,10,3,18.5,6.5,12,3.5,8.5
223,Brompton,170,Kensington,5359,-480.574,-4269.02,353,mixed,twoway,local,4,7,3,14,5,9,3.5,5.5
224,Brompton,171,Kensington,7412,-467.356,-4263.98,149,mixed,twoway,local,3,4,1,8,3,5,0,5
225,Brompton,172,Kensington,6744,-459.899,-4332.88,108,residential,twoway,local,6,8,2,12,4.5,7.5,3.5,4
226,Brompton,173,Kensington,5192,-400.032,-4332.39,701,residential,twoway,local,9,10,1,12.5,4,8.5,1.8,6.8
227,Brompton,175,Kensington,4394,-376.845,-4368.2,1165,residential,twoway,secondary,3,5,2,19,6,13,3.5,9.5
228,Brompton,176,Kensington,2840,-598.457,-4308.66,1182,retail,twoway,primary,6,6,0,20,8.5,11.5,3.5,8
229,Brompton,179,Kensington,5608,-557.269,-4387.14,311,residential,twoway,local,5,5,0,12,4,8,3.5,4.5
230,Brompton,181,Kensington,4826,-579.471,-4414.34,970,residential,twoway,local,3,4,1,12,4,8,1.8,6.2
231,Brompton,183,Kensington,4826,-495.315,-4404.24,536,residential,twoway,local,2,5,3,15,6.5,8.5,3.5,5
232,Brompton,186,Kensington,1268,-471.539,-4513.57,1279,retail,twoway,primary,3,4,1,19,10,9,0,9
233,Brompton,188,Kensington,5010,-529.97,-4484.84,79,residential,twoway,local,3,5,2,9.5,3.5,6,1.8,4.2
234,Brompton,189,Kensington,3132,-550.473,-4529.43,780,mixed,twoway,secondary,1,3,2,16.5,6.5,10,3.5,6.5
235,Brompton,190,Kensington,4437,-622.689,-4389.58,787,residential,twoway,secondary,3,4,1,15,4.6,10.4,3.5,6.9
