ID,Area_Name,Gate_No,Axial_Map,LineID,X,Y,mov_ped_ph,landuse,trafmanage,streettype,avebuildheight,maxbuildheight,diff_max_avbheight,street_width,pavement_width,gross_veh_road_width,parking_width,effective_road_width
211,SKMuseum,50,Kensington,1115,-872.302,-3878.82,137,college,oneway,local,5,8,3,18,6,12,2.5,9.5
212,SKMuseum,51,Kensington,2800,-880.765,-3909.34,32,residential,twoway,local,7,8,1,12,4.5,7.5,3.5,4
213,SKMuseum,52,Kensington,1117,-897.552,-3889.37,46,college,twoway,local,4,8,4,9,0,9,1.8,7.2
214,SKMuseum,53,Kensington,988,-922.655,-3891.38,414,residential,twoway,secondary,5,6,1,30.5,11.5,19,7,12
215,SKMuseum,54,Kensington,2404,-897.264,-3943.41,238,mixed,twoway,secondary,6,8,2,23,8,15,3.5,11.5
216,SKMuseum,56,Kensington,2404,-755.459,-3919.77,283,college,twoway,local,6,8,2,24.5,8,16.5,4.2,12.2
217,SKMuseum,57,Kensington,1130,-736.441,-3888.41,545,residential,twoway,secondary,6,8,2,24.5,8.5,16,3.5,12.5
218,SKMuseum,58,Kensington,2904,-696.416,-3930.8,191,residential,twoway,local,5,6,1,15.5,6.5,9,3.5,5.5
219,SKMuseum,64,Kensington,2400,-743.869,-4021.8,372,mixed,restricted,local,5,8,3,27,10,17,7.5,9.5
220,SKMuseum,65,Kensington,2400,-705.793,-4020.34,126,residential,vehculdesac,local,4,8,4,7,3,4,0,4
221,SKMuseum,66,Kensington,2907,-715.043,-3993.52,164,residential,vehculdesac,local,5,8,3,13,6.5,6.5,2.5,4
222,SKMuseum,78,Kensington,2160,-719.186,-4180.2,332,retail,oneway,primary,2,5,3,15,5,10,1.8,8.2
223,SKMuseum,79,Kensington,1130,-692.965,-4186.23,1056,retail,oneway,secondary,3,4,1,24.5,7.5,17,7,10
224,SKMuseum,80,Kensington,1130,-698.131,-4150.84,1114,mixed,twoway,secondary,2,4,2,26,9,17,3.5,13.5
225,SKMuseum,81,Kensington,1130,-708.693,-4078.49,1475,museum,twoway,secondary,6,6,0,25,8.5,16.5,5.2,11.2
226,SKMuseum,82,Kensington,1220,-725.071,-4139.34,751,museum,twoway,primary,6,7,1,25.5,8,17.5,0,17.5
227,SKMuseum,83,Kensington,2595,-746.126,-4168.7,737,residential,twoway,local,5,5,0,18,6,12,3.5,8.5
228,SKMuseum,84,Kensington,2860,-832.346,-4184.91,152,residential,oneway,local,5,5,0,14.5,6,8.5,3.5,5
229,SKMuseum,85,Kensington,1220,-857.647,-4159.47,556,museum,twoway,primary,6,7,1,25,7,18,0,18
230,SKMuseum,86,Kensington,988,-888.168,-4122.74,379,residential,twoway,secondary,6,6,0,31,10.5,20.5,7,13.5
231,SKMuseum,87,Kensington,1446,-910.457,-4085.12,181,residential,twoway,local,6,8,2,22,7,15,5.2,9.8
232,SKMuseum,88,Kensington,1443,-917.164,-4029.07,155,residential,twoway,local,5,5,0,18.5,6.5,12,3.5,8.5
233,SKMuseum,89,Kensington,1447,-920.414,-3986.84,253,residential,twoway,local,5,6,1,24.5,9,15.5,5.2,10.2
234,SKMuseum,90,Kensington,2400,-888.865,-4027.38,155,mixed,vehculdesac,local,6,12,6,27.5,17.5,10,5.8,4.2
235,Brompton,101,Kensington,729,-351.815,-3890.56,1570,retail,twoway,primary,6,21,15,27.5,9,18.5,0,18.5
236,Brompton,102,Kensington,2289,-347.939,-3923.32,950,retail,oneway,local,6,6,0,15,6,9,3.5,5.5
237,Brompton,103,Kensington,2015,-302.199,-3897.56,355,residential,twoway,local,6,6,0,13,5.5,7.5,3.5,4
238,Brompton,104,Kensington,539,-266.394,-3876.76,1051,retail,twoway,primary,7,8,1,19.5,9.5,10,0,10
239,Brompton,105,Kensington,3515,-282.67,-3923.32,95,retail,oneway,local,6,6,0,8.5,1.5,7,1.8,5.2
240,Brompton,106,Kensington,2017,-289.925,-3965.67,325,residential,twoway,local,5,5,0,12,6,6,0,6
241,Brompton,107,Kensington,3900,-334.449,-3972.63,468,retail,oneway,local,6,6,0,15,7,8,3.5,4.5
242,Brompton,108,Kensington,729,-429.928,-3959.07,1698,retail,twoway,primary,5,7,2,29.5,10.5,19,0,19
243,Brompton,109,Kensington,2278,-382.697,-3971.14,311,retail,oneway,local,5,6,1,11,3.5,7.5,3.5,4
244,Brompton,110,Kensington,4180,-325.899,-4006.36,175,residential,twoway,local,5,5,0,12,5,7,1.8,5.2
245,Brompton,111,Kensington,3938,-283.911,-4023.8,193,residential,oneway,local,5,5,0,12,4,8,2.5,5.5
246,Brompton,112,Kensington,2016,-269.563,-4044.91,239,residential,twoway,local,4,5,1,8.5,3.2,5.3,1.8,3.5
247,Brompton,113,Kensington,1914,-334.071,-4080.35,253,residential,twoway,secondary,5,5,0,21.5,7.5,14,3.5,10.5
248,Brompton,114,Kensington,4121,-369.346,-4049.99,260,residential,twoway,local,4,5,1,15,5,10,3.5,6.5
249,Brompton,115,Kensington,2233,-432.611,-4038.17,503,retail,twoway,secondary,3,3,0,14,5,9,1.8,7.2
250,Brompton,116,Kensington,539,-192.969,-4238.1,848,retail,twoway,primary,4,6,2,22,11,11,0,11
251,Brompton,117,Kensington,1570,-221.186,-4289.75,557,retail,twoway,local,4,5,1,13.5,4.9,8.6,1.8,6.8
252,Brompton,118,Kensington,3515,-220.971,-4238.94,172,residential,twoway,local,2,3,1,9,0,9,3.5,5.5
253,Brompton,119,Kensington,3463,-247.293,-4279.13,120,residential,twoway,local,4,5,1,14,5,9,3.5,5.5
254,Brompton,120,Kensington,3169,-271.424,-4262.99,354,residential,twoway,local,5,5,0,15,5,10,3.5,6.5
255,Brompton,121,Kensington,3771,-240.888,-4249.19,78,residential,twoway,local,5,5,0,14,5,9,3.5,5.5
256,Brompton,122,Kensington,2004,-234.657,-4225.24,124,residential,twoway,local,5,5,0,14,5,9,1.8,7.2
257,Brompton,123,Kensington,2011,-270.367,-4201.21,73,residential,oneway,local,5,6,1,18,5.3,12.7,4.2,8.4
258,Brompton,124,Kensington,3515,-242.176,-4130.47,53,residential,twoway,local,2,3,1,10,0,10,3.5,6.5
259,Brompton,125,Kensington,539,-215.747,-4126.01,647,residential,twoway,primary,6,7,1,18,6,12,0,12
260,Brompton,126,Kensington,3771,-271.068,-4098.28,72,residential,oneway,local,5,6,1,15.5,7,8.5,3.5,5
261,Brompton,127,Kensington,3551,-298.477,-4151.24,137,residential,oneway,local,6,6,0,15.5,6.5,9,3.5,5.5
262,Brompton,128,Kensington,5662,-315.801,-4113.42,11,residential,twoway,local,6,6,0,9.5,3.5,6,1.8,4.2
263,Brompton,130,Kensington,5622,-304.694,-4173.9,204,residential,twoway,local,6,6,0,15,7.5,7.5,3.5,4
264,Brompton,131,Kensington,729,-505.331,-4025.21,1340,retail,twoway,primary,5,7,2,31,11,20,0,20
265,Brompton,132,Kensington,2279,-474.139,-4037.38,170,residential,twoway,local,5,5,0,12,5,7,1.8,5.2
266,Brompton,133,Kensington,4171,-506.223,-4070.24,74,residential,twoway,local,2,4,2,9,1,8,3.5,4.5
267,Brompton,134,Kensington,2251,-511.768,-4093.16,150,residential,twoway,local,5,5,0,14,5.5,8.5,3.5,5
268,Brompton,135,Kensington,5858,-533.995,-4144.96,56,residential,twoway,local,5,5,0,14,5.4,8.6,3.5,5.1
269,Brompton,136,Kensington,3760,-517.996,-4135.43,76,residential,twoway,local,4,5,1,15.5,5.5,10,3.5,6.5
270,Brompton,137,Kensington,3974,-496.718,-4205.32,251,mixed,twoway,local,2,3,1,12,4,8,1.8,6.2
271,Brompton,138,Kensington,5974,-444.094,-4211.05,37,residential,oneway,local,3,3,0,9.5,3,6.5,3.5,3
272,Brompton,139,Kensington,5960,-430.248,-4181.24,29,residential,oneway,local,3,4,1,10,3.5,6.5,3.5,3
273,Brompton,140,Kensington,5973,-411.186,-4169.42,67,residential,twoway,local,3,4,1,13.5,5,8.5,3.5,5
274,Brompton,141,Kensington,3974,-427.901,-4126.25,307,retail,twoway,local,3,3,0,13,4,9,3.5,5.5
275,Brompton,142,Kensington,4120,-386.54,-4106.38,95,residential,twoway,local,4,5,1,16,8,8,3.5,4.5
276,Brompton,143,Kensington,5877,-361.78,-4158.02,72,residential,oneway,local,5,6,1,15,5,10,4.2,5.8
277,Brompton,145,Kensington,5622,-375.719,-4206.06,126,residential,twoway,local,4,4,0,16.5,4.5,12,3.5,8.5
278,Brompton,146,Kensington,3169,-247.569,-4326.14,491,retail,twoway,local,4,7,3,15,6,9,3.5,5.5
279,Brompton,147,Kensington,3565,-272.068,-4324.52,166,residential,oneway,local,4,4,0,12.5,4.5,8,3.5,4.5
280,Brompton,148,Kensington,1268,-255.545,-4354.09,2538,retail,twoway,primary,3,4,1,20.5,7,13.5,0,13.5
281,Brompton,149,Kensington,3173,-280.044,-4352.48,106,residential,oneway,local,3,6,3,8,2.5,5.5,0,5.5
282,Brompton,150,Kensington,5203,-317.542,-4354.36,108,residential,oneway,local,3,6,3,9,3.5,5.5,1.8,3.8
283,Brompton,151,Kensington,3463,-320.985,-4338.71,119,residential,twoway,local,4,6,2,13.5,6,7.5,1.8,5.8
284,Brompton,152,Kensington,5359,-364.57,-4338,149,residential,twoway,local,4,8,4,14,5,9,3.5,5.5
285,Brompton,153,Kensington,9492,-393.502,-4280.46,79,residential,twoway,local,3,6,3,12.5,5.5,7,3.5,3.5
286,Brompton,154,Kensington,5680,-387.226,-4244.28,89,residential,twoway,local,3,6,3,12,5.5,6.5,3.5,3
287,Brompton,155,Kensington,7411,-414.661,-4241.95,104,residential,twoway,local,4,6,2,12,5.5,6.5,3.5,3
288,Brompton,156,Kensington,5622,-422.408,-4227.2,90,retail,twoway,local,3,3,0,9,2.6,6.4,1.8,4.7
289,Brompton,157,Kensington,5685,-351.193,-4235.74,52,residential,twoway,local,3,3,0,17,5,12,4.2,7.8
290,Brompton,158,Kensington,5720,-327.911,-4227.4,107,residential,twoway,local,4,4,0,14,4,10,3.5,6.5
291,Brompton,159,Kensington,3641,-325.233,-4271.27,272,school,twoway,local,3,3,0,13,4,9,3.5,5.5
292,Brompton,160,Kensington,5600,-289.055,-4278.29,181,residential,twoway,local,5,5,0,11,3.5,7.5,3.5,4
293,Brompton,161,Kensington,1268,-359.921,-4431.16,1498,retail,twoway,primary,4,4,0,14.5,6.5,8,0,8
294,Brompton,162,Kensington,3126,-434.89,-4439.6,172,residential,twoway,local,2,3,1,12,4,8,3.5,4.5
295,Brompton,163,Kensington,3122,-451.902,-4446.2,106,residential,oneway,local,3,5,2,8.5,2.5,6,1.8,4.2
296,Brompton,164,Kensington,4826,-432.321,-4396.68,121,residential,oneway,local,2,3,1,11,3,8,1.8,6.2
297,Brompton,165,Kensington,4421,-468.523,-4384.11,220,retail,oneway,local,5,6,1,15,7,8,3.5,4.5
298,Brompton,166,Kensington,5036,-500.602,-4319.19,78,residential,twoway,local,7,10,3,12.5,4,8.5,3.5,5
299,Brompton,167,Kensington,4394,-520.525,-4272.41,199,commercial,twoway,local,4,10,6,14.5,4.8,9.7,3.5,6.2
300,Brompton,168,Kensington,4394,-484.908,-4296.15,380,commercial,twoway,secondary,7,10,3,18.5,6.5,12,3.5,8.5
301,Brompton,169,Kensington,7418,-498.701,-4233.72,25,residential,vehculdesac,local,2,3,1,8,3,5,1.8,3.2
302,Brompton,170,Kensington,5359,-480.574,-4269.02,244,mixed,twoway,local,4,7,3,14,5,9,3.5,5.5
303,Brompton,171,Kensington,7412,-467.356,-4263.98,78,mixed,twoway,local,3,4,1,8,3,5,0,5
304,Brompton,172,Kensington,6744,-459.899,-4332.88,112,residential,twoway,local,6,8,2,12,4.5,7.5,3.5,4
305,Brompton,173,Kensington,5192,-400.032,-4332.39,298,residential,twoway,local,9,10,1,12.5,4,8.5,1.8,6.8
306,Brompton,174,Kensington,5217,-392.089,-4371.95,84,residential,oneway,local,2,3,1,12.5,5.1,7.4,3.5,3.9
307,Brompton,175,Kensington,4394,-376.845,-4368.2,269,residential,twoway,secondary,3,5,2,19,6,13,3.5,9.5
308,Brompton,176,Kensington,2840,-598.457,-4308.66,594,retail,twoway,primary,6,6,0,20,8.5,11.5,3.5,8
309,Brompton,177,Kensington,4421,-556.479,-4311.78,227,residential,oneway,local,5,6,1,16,8,8,3.5,4.5
310,Brompton,179,Kensington,5608,-557.269,-4387.14,148,residential,twoway,local,5,5,0,12,4,8,3.5,4.5
311,Brompton,180,Kensington,4707,-598.487,-4375.7,230,residential,vehculdesac,local,3,5,2,8,3,5,1.8,3.2
312,Brompton,181,Kensington,4826,-579.471,-4414.34,202,residential,twoway,local,3,4,1,12,4,8,1.8,6.2
313,Brompton,182,Kensington,6767,-525.596,-4445.03,131,residential,oneway,local,2,3,1,9,4,5,1.8,3.2
314,Brompton,183,Kensington,4826,-495.315,-4404.24,292,residential,twoway,local,2,5,3,15,6.5,8.5,3.5,5
315,Brompton,184,Kensington,6765,-497.14,-4454.95,154,residential,oneway,local,2,3,1,11,3.5,7.5,3.5,4
316,Brompton,185,Kensington,5302,-466.423,-4487.55,221,residential,oneway,local,2,3,1,9,3,6,3.5,2.5
317,Brompton,186,Kensington,1268,-471.539,-4513.57,1748,retail,twoway,primary,3,4,1,19,10,9,0,9
318,Brompton,187,Kensington,2892,-526.779,-4516.52,359,residential,oneway,local,5,5,0,13,7,6,1.8,4.2
319,Brompton,188,Kensington,5010,-529.97,-4484.84,187,residential,twoway,local,3,5,2,9.5,3.5,6,1.8,4.2
320,Brompton,189,Kensington,3132,-550.473,-4529.43,566,mixed,twoway,secondary,1,3,2,16.5,6.5,10,3.5,6.5
321,Brompton,190,Kensington,4437,-622.689,-4389.58,463,residential,twoway,secondary,3,4,1,15,4.6,10.4,3.5,6.9
